Outlet_ID,Trade_Spend_LKR
OUT_00588,68.67
OUT_00589,1294.42
OUT_00590,290.84
OUT_00591,1587.6
OUT_00592,72.38
OUT_00593,138.35
OUT_00594,270.43
OUT_00595,166.48
OUT_00596,91.89
OUT_00597,66.97
OUT_00598,65.7
OUT_00599,61.31
OUT_00600,954.46
OUT_00601,257.62
OUT_00602,50.4
OUT_00603,992.3
OUT_00604,184.45
OUT_00605,79.16
OUT_00606,1702.6
OUT_00607,1408.7
OUT_00608,152.31
OUT_00609,159.6
OUT_00610,1108.29
OUT_00611,91.76
OUT_00612,115.11
OUT_00613,680.16
OUT_00614,2542.54
OUT_00615,63.7
OUT_00616,254.73
OUT_00617,238.49
OUT_00618,122.79
OUT_00619,2848.64
OUT_00620,274.45
OUT_00621,319.93
OUT_00622,93.18
OUT_00623,64.03
OUT_00624,206.75
OUT_00625,261.37
OUT_00626,1016.21
OUT_00627,211.93
OUT_00628,162.93
OUT_00629,365.08
OUT_00630,149.64
OUT_00631,136.88
OUT_00632,846.1
OUT_00633,1101.28
OUT_00634,257.15
OUT_00635,232.22
OUT_00636,263.54
OUT_00637,174.35
OUT_00638,189.37
OUT_00639,1363.17
OUT_00640,215.61
OUT_00641,71.93
OUT_00642,315.28
OUT_00643,243.29
OUT_00644,246.07
OUT_00645,325.17
OUT_00646,3436.97
OUT_00647,129.83
OUT_00648,262.24
OUT_00649,844.4
OUT_00650,118.06
OUT_00651,120.08
OUT_00652,159.76
OUT_00653,84.82
OUT_00654,157.48
OUT_00655,865.68
OUT_00656,298.51
OUT_00657,64.55
OUT_00658,149.83
OUT_00659,1352.36
OUT_00660,621.7
OUT_00661,225.82
OUT_00662,139.37
OUT_00663,373.88
OUT_00664,111.12
OUT_00665,108.93
OUT_00666,391.88
OUT_00667,175.57
OUT_00668,1475.6
OUT_00669,159.99
OUT_00670,154.81
OUT_00671,355.88
OUT_00672,126.78
OUT_00673,169.37
OUT_00674,1401.08
OUT_00675,118.34
OUT_00676,143.25
OUT_00677,119.49
OUT_00678,1067.75
OUT_00679,116.23
OUT_00680,169.51
OUT_00681,83.35
OUT_00682,192.92
OUT_00683,152.54
OUT_00684,2729.15
OUT_00685,108.7
OUT_00686,1007.66
OUT_00687,737.96
OUT_00688,500.05
OUT_00689,3573.18
OUT_00690,109.49
OUT_00691,4448.02
OUT_00692,135.36
OUT_00693,61.77
OUT_00694,1122.46
OUT_00695,58.67
OUT_00696,934.39
OUT_00697,195.8
OUT_00698,759.95
OUT_00699,1113.33
OUT_00700,102.65
OUT_00701,161.08
OUT_00702,124.06
OUT_00703,239.04
OUT_00704,161.01
OUT_00705,119.84
OUT_00706,144.89
OUT_00707,147.67
OUT_00708,75.98
OUT_00709,89.14
OUT_00710,311.59
OUT_00711,123.09
OUT_00712,1172.85
OUT_00713,1142.94
OUT_00714,53.11
OUT_00715,191.06
OUT_00716,109.54
OUT_00717,855.65
OUT_00718,559.66
OUT_00719,57.52
OUT_00720,1617.96
OUT_00721,120.43
OUT_00722,206.16
OUT_00723,815.71
OUT_00724,35.92
OUT_00725,58.08
OUT_00726,1175.87
OUT_00727,147.49
OUT_00728,864.41
OUT_00729,113.67
OUT_00730,463.99
OUT_00731,805.69
OUT_00732,124.81
OUT_00733,104.67
OUT_00734,1230.51
OUT_00735,98.02
OUT_00736,1051.37
OUT_00737,1239.76
OUT_00738,915.29
OUT_00739,49.86
OUT_00740,269.41
OUT_00741,138.83
OUT_00742,2224.12
OUT_00743,84.71
OUT_00744,253.89
OUT_00745,298.68
OUT_00746,1221.68
OUT_00747,326.11
OUT_00748,143.25
OUT_00749,156.03
OUT_00750,129.88
OUT_00751,87.99
OUT_00752,154.54
OUT_00753,529.72
OUT_00754,52.36
OUT_00755,1545.97
OUT_00756,198.01
OUT_00757,193.3
OUT_00758,54.68
OUT_00759,79.14
OUT_00760,110.01
OUT_00761,121.45
OUT_00762,162.11
OUT_00763,142.28
OUT_00764,270.47
OUT_00765,127.6
OUT_00766,89.31
OUT_00767,180.51
OUT_00768,124.19
OUT_00769,141.18
OUT_00770,151.0
OUT_00771,237.81
OUT_00772,210.26
OUT_00773,1413.5
OUT_00774,80.64
OUT_00775,319.59
OUT_00776,84.57
OUT_00777,4264.63
OUT_00778,4127.25
OUT_00779,233.53
OUT_00780,107.18
OUT_00781,83.13
OUT_00782,284.94
OUT_00783,282.74
OUT_00784,53.98
OUT_00785,156.35
OUT_00786,931.61
OUT_00787,154.04
OUT_00788,161.6
OUT_00789,1015.4
OUT_00790,974.06
OUT_00791,3377.99
OUT_00792,1034.82
OUT_00793,369.93
OUT_00794,956.15
OUT_00795,952.56
OUT_00796,117.63
OUT_00797,111.28
OUT_00798,134.72
OUT_00799,756.62
OUT_00800,1546.11
OUT_00801,59.07
OUT_00802,146.22
OUT_00803,225.77
OUT_00804,152.02
OUT_00805,100.62
OUT_00806,1331.79
OUT_00807,159.88
OUT_00808,250.67
OUT_00809,134.88
OUT_00810,105.44
OUT_00811,87.52
OUT_00812,155.46
OUT_00813,138.04
OUT_00814,102.35
OUT_00815,3994.39
OUT_00816,970.38
OUT_00817,4999.75
OUT_00818,1368.26
OUT_00819,91.69
OUT_00820,131.52
OUT_00821,507.4
OUT_00822,271.66
OUT_00823,1567.41
OUT_00824,85.01
OUT_00825,212.58
OUT_00826,210.12
OUT_00827,115.73
OUT_00828,309.26
OUT_00829,137.96
OUT_00830,70.22
OUT_00831,1405.39
OUT_00832,318.17
OUT_00833,210.79
OUT_00834,212.23
OUT_00835,154.38
OUT_00836,151.52
OUT_00837,815.07
OUT_00838,279.71
OUT_00839,1376.09
OUT_00840,2725.03
OUT_00841,123.09
OUT_00842,88.59
OUT_00843,144.98
OUT_00844,123.65
OUT_00845,238.27
OUT_00846,93.8
OUT_00847,239.13
OUT_00848,135.37
OUT_00849,121.58
OUT_00850,96.05
OUT_00851,1064.0
OUT_00852,226.22
OUT_00853,3785.44
OUT_00854,211.14
OUT_00855,54.75
OUT_00856,4999.75
OUT_00857,892.45
OUT_00858,137.1
OUT_00859,268.94
OUT_00860,125.08
OUT_00861,88.91
OUT_00862,850.63
OUT_00863,106.57
OUT_00864,112.07
OUT_00865,177.4
OUT_00866,177.59
OUT_00867,226.67
OUT_00868,159.36
OUT_00869,568.23
OUT_00870,194.55
OUT_00871,1830.73
OUT_00872,137.13
OUT_00873,1176.71
OUT_00874,273.21
OUT_00875,118.47
OUT_00876,180.29
OUT_00877,827.63
OUT_00878,179.11
OUT_00879,254.76
OUT_00880,165.05
OUT_00881,1565.68
OUT_00882,83.96
OUT_00883,122.57
OUT_00884,291.56
OUT_00885,349.17
OUT_00886,4876.75
OUT_00887,88.74
OUT_00888,890.55
OUT_00889,109.21
OUT_00890,281.19
OUT_00891,274.11
OUT_00892,59.33
OUT_00893,55.45
OUT_00894,108.65
OUT_00895,273.98
OUT_00896,121.21
OUT_00897,114.34
OUT_00898,85.9
OUT_00899,75.97
OUT_00900,569.83
OUT_00901,1134.67
OUT_00902,187.61
OUT_00903,1210.1
OUT_00904,1147.25
OUT_00905,111.0
OUT_00906,607.12
OUT_00907,109.24
OUT_00908,134.27
OUT_00909,149.5
OUT_00910,78.55
OUT_00911,716.94
OUT_00912,962.9
OUT_00913,143.38
OUT_00914,218.54
OUT_00915,77.74
OUT_00916,115.27
OUT_00917,217.72
OUT_00918,889.45
OUT_00919,107.44
OUT_00920,277.1
OUT_00921,244.23
OUT_00922,76.71
OUT_00923,740.77
OUT_00924,111.39
OUT_00925,137.6
OUT_00926,107.28
OUT_00927,108.91
OUT_00928,128.64
OUT_00929,156.43
OUT_00930,231.49
OUT_00931,70.98
OUT_00932,59.84
OUT_00933,1056.93
OUT_00934,1691.05
OUT_00935,353.01
OUT_00936,131.76
OUT_00937,713.31
OUT_00938,229.8
OUT_00939,58.5
OUT_00940,62.35
OUT_00941,223.3
OUT_00942,173.38
OUT_00943,1098.25
OUT_00944,62.8
OUT_00945,128.19
OUT_00946,61.34
OUT_00947,134.29
OUT_00948,103.19
OUT_00949,1281.68
OUT_00950,122.37
OUT_00951,179.77
OUT_00952,845.96
OUT_00953,51.81
OUT_00954,1341.53
OUT_00955,252.63
OUT_00956,261.2
OUT_00957,884.42
OUT_00958,1232.08
OUT_00959,80.84
OUT_00960,1079.6
OUT_00961,834.27
OUT_00962,137.36
OUT_00963,299.39
OUT_00964,311.03
OUT_00965,4752.67
OUT_00966,162.16
OUT_00967,99.74
OUT_00968,1268.44
OUT_00969,220.29
OUT_00970,65.47
OUT_00971,100.14
OUT_00972,269.86
OUT_00973,734.21
OUT_00974,116.15
OUT_00975,129.32
OUT_00976,105.38
OUT_00977,98.47
OUT_00978,155.99
OUT_00979,66.61
OUT_00980,61.15
OUT_00981,218.41
OUT_00982,1399.43
OUT_00983,167.37
OUT_00984,143.99
OUT_00985,242.55
OUT_00986,1156.41
OUT_00987,97.9
OUT_00988,218.47
OUT_00989,111.76
OUT_00990,1173.04
OUT_00991,82.72
OUT_00992,180.25
OUT_00993,67.46
OUT_00994,1315.53
OUT_00995,1156.37
OUT_00996,3091.12
OUT_00997,278.63
OUT_00998,156.39
OUT_00999,141.27
OUT_01000,115.6
OUT_01001,294.01
OUT_01002,157.43
OUT_01003,106.3
OUT_01004,66.23
OUT_01005,192.98
OUT_01006,2018.45
OUT_01007,554.32
OUT_01008,153.7
OUT_01009,88.95
OUT_01010,378.75
OUT_01011,140.48
OUT_01012,248.2
OUT_01013,120.88
OUT_01014,186.57
OUT_01015,170.97
OUT_01016,302.81
OUT_01017,91.19
OUT_01018,1599.83
OUT_01019,793.92
OUT_01020,74.01
OUT_01021,121.05
OUT_01022,51.11
OUT_01023,1222.18
OUT_01024,116.14
OUT_01025,406.37
OUT_01026,143.82
OUT_01027,858.4
OUT_01028,168.87
OUT_01029,126.89
OUT_01030,96.32
OUT_01031,164.04
OUT_01032,3329.52
OUT_01033,108.69
OUT_01034,78.32
OUT_01035,268.86
OUT_01036,1003.27
OUT_01037,156.34
OUT_01038,141.76
OUT_01039,39.12
OUT_01040,304.46
OUT_01041,106.51
OUT_01042,292.36
OUT_01043,149.51
OUT_01044,2868.79
OUT_01045,160.41
OUT_01046,110.12
OUT_01047,56.63
OUT_01048,537.34
OUT_01049,150.43
OUT_01050,151.52
OUT_01051,122.04
OUT_01052,101.71
OUT_01053,91.88
OUT_01054,129.07
OUT_01055,119.84
OUT_01056,262.06
OUT_01057,114.11
OUT_01058,150.06
OUT_01059,115.98
OUT_01060,260.84
OUT_01061,3822.74
OUT_01062,172.61
OUT_01063,183.65
OUT_01064,185.87
OUT_01065,137.86
OUT_01066,819.04
OUT_01067,90.19
OUT_01068,59.64
OUT_01069,179.93
OUT_01070,81.35
OUT_01071,88.3
OUT_01072,169.12
OUT_01073,1668.26
OUT_01074,287.25
OUT_01075,218.37
OUT_01076,117.19
OUT_01077,110.51
OUT_01078,76.99
OUT_01079,1244.51
OUT_01080,199.98
OUT_01081,833.71
OUT_01082,88.91
OUT_01083,700.16
OUT_01084,1416.56
OUT_01085,1443.65
OUT_01086,147.53
OUT_01087,65.06
OUT_01088,76.83
OUT_01089,94.55
OUT_01090,1202.67
OUT_01091,833.76
OUT_01092,119.52
OUT_01093,128.95
OUT_01094,92.44
OUT_01095,136.26
OUT_01096,110.14
OUT_01097,158.47
OUT_01098,53.84
OUT_01099,1583.98
OUT_01100,3763.04
OUT_01101,81.0
OUT_01102,302.32
OUT_01103,102.12
OUT_01104,147.78
OUT_01105,1202.7
OUT_01106,64.47
OUT_01107,1613.98
OUT_01108,3139.11
OUT_01109,179.15
OUT_01110,163.9
OUT_01111,237.74
OUT_01112,93.94
OUT_01113,293.97
OUT_01114,172.66
OUT_01115,241.98
OUT_01116,142.5
OUT_01117,95.79
OUT_01118,54.9
OUT_01119,134.63
OUT_01120,272.2
OUT_01121,235.8
OUT_01122,73.79
OUT_01123,135.95
OUT_01124,2207.58
OUT_01125,127.26
OUT_01126,96.87
OUT_01127,59.59
OUT_01128,101.12
OUT_01129,49.73
OUT_01130,1237.67
OUT_01131,119.46
OUT_01132,107.85
OUT_01133,1073.73
OUT_01134,497.02
OUT_01135,602.21
OUT_01136,104.63
OUT_01137,157.42
OUT_01138,327.19
OUT_01139,537.68
OUT_01140,79.64
OUT_01141,516.67
OUT_01142,234.24
OUT_01143,61.79
OUT_01144,53.64
OUT_01145,218.81
OUT_01146,4561.89
OUT_01147,149.8
OUT_01148,331.99
OUT_01149,250.31
OUT_01150,51.33
OUT_01151,72.78
OUT_01152,4999.75
OUT_01153,882.64
OUT_01154,136.8
OUT_01155,103.02
OUT_01156,304.55
OUT_01157,364.96
OUT_01158,78.67
OUT_01159,1287.32
OUT_01160,99.41
OUT_01161,114.19
OUT_01162,61.92
OUT_01163,102.98
OUT_01164,1382.47
OUT_01165,52.73
OUT_01166,201.35
OUT_01167,623.04
OUT_01168,138.9
OUT_01169,67.2
OUT_01170,48.99
OUT_01171,69.55
OUT_01172,110.83
OUT_01173,348.98
OUT_01174,105.17
OUT_01175,929.57
OUT_01176,195.42
OUT_01177,105.33
OUT_01178,1611.94
OUT_01179,263.27
OUT_01180,275.55
OUT_01181,135.11
OUT_01182,314.39
OUT_01183,147.57
OUT_01184,634.65
OUT_01185,93.11
OUT_01186,152.89
OUT_01187,124.86
OUT_01188,165.17
OUT_01189,95.68
OUT_01190,158.08
OUT_01191,330.11
OUT_01192,70.25
OUT_01193,802.53
OUT_01194,1165.44
OUT_01195,149.78
OUT_01196,55.74
OUT_01197,1089.57
OUT_01198,219.05
OUT_01199,117.79
OUT_01200,137.81
OUT_01201,587.13
OUT_01202,124.87
OUT_01203,1504.79
OUT_01204,151.09
OUT_01205,88.68
OUT_01206,117.83
OUT_01207,2976.87
OUT_01208,147.53
OUT_01209,4999.75
OUT_01210,227.58
OUT_01211,320.63
OUT_01212,2150.84
OUT_01213,287.13
OUT_01214,923.72
OUT_01215,1091.22
OUT_01216,114.96
OUT_01217,760.83
OUT_01218,125.86
OUT_01219,85.38
OUT_01220,360.8
OUT_01221,3598.6
OUT_01222,113.98
OUT_01223,164.71
OUT_01224,191.45
OUT_01225,214.95
OUT_01226,118.48
OUT_01227,85.2
OUT_01228,762.83
OUT_01229,495.71
OUT_01230,293.88
OUT_01231,84.66
OUT_01232,255.75
OUT_01233,407.54
OUT_01234,172.54
OUT_01235,369.13
OUT_01236,1088.62
OUT_01237,154.02
OUT_01238,177.55
OUT_01239,847.47
OUT_01240,811.65
OUT_01241,2860.01
OUT_01242,116.94
OUT_01243,117.93
OUT_01244,152.64
OUT_01245,198.27
OUT_01246,1365.93
OUT_01247,60.01
OUT_01248,56.67
OUT_01249,55.15
OUT_01250,131.92
