Outlet_ID,Distributor_ID,Province,Outlet_Type,Outlet_Size,Cooler_Count,monthly_volume_mean,base_pred,cf_add_cooler,monthly_uplift_L,monthly_revenue_uplift_LKR,monthly_margin_uplift_LKR,payback_months,npv_24mo_LKR,npv_lifetime_LKR,roi_24mo,payback_within_24mo,is_greenfield,is_material_case
OUT_18663,DIST_S_01,Southern,SMMT,Medium,2,87.09007806218287,243.447,638.739,395.292,125047.4449229659,15005.693390755907,3.3320686154231267,270720.0865503166,634076.4696745045,6.202732827562835,1,0,1
OUT_18658,DIST_S_01,Southern,Eatery,Medium,2,62.58910292588632,229.056,631.151,402.095,124793.90338204258,14975.268405845109,3.338838319617973,270069.8064506383,632689.461708548,6.188128834805651,1,0,1
OUT_19257,DIST_S_02,Southern,Hotel,Medium,2,88.48318929402696,256.871,654.571,397.7,124683.7431538512,14962.049178462144,3.3417882406091106,269787.26890705473,632086.8262844806,6.18178360566183,1,0,1
OUT_17248,DIST_S_02,Southern,Bakery,Medium,2,92.87237266362024,258.093,649.399,391.306,124624.18490150289,14954.902188180346,3.343385290712076,269634.5146635777,631761.0107587693,6.178353050326566,1,0,1
OUT_17740,DIST_S_01,Southern,Bakery,Medium,2,76.44629851691437,252.154,653.946,401.792,122268.54450549737,14672.225340659683,3.4077993514344382,263592.79832020315,618874.3966666956,6.042668163516647,1,0,1
OUT_18153,DIST_S_01,Southern,Hotel,Medium,2,65.37839275501682,256.599,666.617,410.018,121621.42051209875,14594.570461451849,3.4259315909339936,261933.06298295216,615334.2819756797,6.005393821496888,1,0,1
OUT_18034,DIST_S_01,Southern,Grocery,Medium,2,80.20673677416535,261.193,651.588,390.394,120517.7259246844,14462.127110962128,3.4573060806595017,259102.32122874277,609296.4817037719,5.941821013261821,1,0,1
OUT_17104,DIST_S_02,Southern,Eatery,Medium,2,77.95020337546516,259.248,650.215,390.967,120502.22907319445,14460.267488783335,3.4577506978196935,259062.5751023491,609211.7056296598,5.940928394616001,1,0,1
OUT_19953,DIST_S_02,Southern,Pharmacy,Medium,2,76.27555171014473,259.849,646.147,386.298,119653.61495937806,14358.433795125366,3.4822739522589723,256886.06048264867,604569.3321093284,5.892048221660175,1,0,1
OUT_19506,DIST_S_01,Southern,SMMT,Medium,2,60.445511543246994,246.991,653.103,406.111,119597.93668896251,14351.7524026755,3.483895108912194,256743.25756718207,604264.7421619935,5.888841153284241,1,0,1
OUT_17679,DIST_S_01,Southern,Hotel,Medium,2,81.57209003695739,256.354,665.306,408.952,119368.8621552969,14324.263458635627,3.4905808696122973,256155.73013462266,603011.5818245005,5.8756464601451,1,0,1
OUT_17844,DIST_S_01,Southern,Bakery,Medium,2,89.18601954258472,248.311,655.319,407.008,118945.26023784193,14273.43122854103,3.5030119387145278,255069.2813574187,600694.2525546504,5.851246989699695,1,0,1
OUT_17239,DIST_S_01,Southern,SMMT,Medium,2,114.6030734682181,267.932,647.832,379.9,118807.80915455529,14256.937098546634,3.5070646418926157,254716.74857791822,599942.3215426607,5.843329807302384,1,0,1
OUT_18168,DIST_S_02,Southern,Bakery,Medium,2,16.63685266602156,224.818,631.054,406.236,118529.91097510264,14223.589317012316,3.5152870970618384,254003.99888342316,598422.0697242725,5.827322872165912,1,0,1
OUT_19745,DIST_S_01,Southern,Kiosk,Medium,2,84.60467590642725,256.335,661.718,405.384,118403.52285447462,14208.422742536954,3.519039439213107,253679.84024898068,597730.6590407413,5.820042916417738,1,0,1
OUT_17632,DIST_S_01,Southern,Grocery,Medium,2,77.73116552275948,252.334,649.317,396.983,118293.99897109947,14195.279876531937,3.522297583062205,253398.93479443865,597131.5047634951,5.813734340735329,1,0,1
OUT_17193,DIST_S_02,Southern,Grocery,Medium,2,79.73778752576898,256.245,643.361,387.115,118153.00507244031,14178.360608692838,3.5265007979374356,253037.3154474069,596360.1926547205,5.805613092172563,1,0,1
OUT_19499,DIST_S_01,Southern,Pharmacy,Medium,2,16.931391374979068,226.473,630.897,404.424,118049.01756544302,14165.882107853162,3.529607236550516,252770.60962015175,595791.3253202396,5.799623411769518,1,0,1
OUT_18365,DIST_S_01,Southern,Pharmacy,Medium,2,99.86584741885417,264.48,667.184,402.703,117541.97742235534,14105.03729068264,3.5448328827197417,251470.15954957454,593017.544286326,5.770417899527668,1,0,1
OUT_19471,DIST_S_02,Southern,Hotel,Medium,2,107.35173426763387,251.15,655.013,403.862,117534.72966090369,14104.167559308442,3.5450514743070456,251451.57058375044,592977.8951509923,5.770000428468052,1,0,1
OUT_18635,DIST_S_02,Southern,Kiosk,Medium,2,88.53545491260114,261.009,655.628,394.619,117494.69536156599,14099.363443387918,3.546259389706573,251348.89112511394,592758.8861006779,5.7676944528262,1,0,1
OUT_17801,DIST_S_02,Southern,Pharmacy,Medium,2,68.20741844816142,259.872,664.861,404.989,117232.59708497112,14067.911650196533,3.5541878029424137,250676.6648192827,591325.0682096267,5.752597592094336,1,0,1
OUT_19715,DIST_S_02,Southern,Kiosk,Medium,2,75.97916647138416,277.827,659.41,381.584,117000.56969719753,14040.068363663702,3.56123622085788,250081.56394429377,590055.7541793102,5.7392328145585765,1,0,1
OUT_17624,DIST_S_02,Southern,Bakery,Medium,2,92.34697688805448,263.418,662.446,399.028,116675.71971335131,14001.086365602157,3.5711514588496436,249248.39286271582,588278.6508545663,5.7205214554890365,1,0,1
OUT_17994,DIST_S_01,Southern,Bakery,Medium,2,90.25095827027286,258.652,662.448,403.795,116581.1578266482,13989.738939197783,3.5740481089254095,249005.8617457748,587761.3467092358,5.7150746908149355,1,0,1
OUT_17061,DIST_S_01,Southern,Grocery,Medium,2,69.02109830116218,258.78,659.354,400.574,116272.28465309335,13952.674158371201,3.583542440142304,248213.66778278252,586071.6450902005,5.697283596018177,1,0,1
OUT_19216,DIST_S_01,Southern,Grocery,Medium,2,106.21070553821909,254.324,649.186,394.863,116196.49328449636,13943.579194139564,3.585879873728176,248019.27905048046,585657.0257279772,5.69291801318699,1,0,1
OUT_18310,DIST_S_01,Southern,Grocery,Medium,2,83.90258673888098,257.283,649.342,392.059,116132.69589859294,13935.923507831152,3.5878497734221204,247855.652331508,585308.0198722384,5.689243283758953,1,0,1
OUT_18812,DIST_S_01,Southern,SMMT,Medium,2,14.226783408858807,235.008,654.234,419.226,115937.5423228319,13912.505078739827,3.593889074398737,247355.12493770767,584240.4253345554,5.678002437795117,1,0,1
OUT_18543,DIST_S_01,Southern,SMMT,Medium,2,16.936829470354596,218.756,621.202,402.446,115772.97107089072,13892.756528506887,3.59899778689735,246933.03469668928,583340.1324808536,5.668523133683306,1,0,1
OUT_18584,DIST_S_01,Southern,Eatery,Medium,2,66.91829746929878,243.02,638.362,395.341,115676.27826097437,13881.153391316924,3.6020061583122116,246685.03821515967,582811.1710447264,5.662953627832123,1,0,1
OUT_19105,DIST_S_02,Southern,Hotel,Medium,2,71.53989082518291,247.713,639.296,391.582,115613.39121590708,13873.606945908849,3.6039654427967176,246523.7463267144,582467.1452407254,5.659331334036247,1,0,1
OUT_19090,DIST_S_01,Southern,Kiosk,Medium,2,78.40562083116447,254.195,643.802,389.607,115319.76985587706,13838.372382705247,3.613141677159114,245770.6700198786,580860.8792069483,5.642418743698519,1,0,1
OUT_19261,DIST_S_01,Southern,SMMT,Medium,2,78.81485558419675,261.13,661.987,400.856,115306.48510626967,13836.77821275236,3.6135579562819475,245736.5974640858,580788.2045144144,5.641653542121133,1,0,1
OUT_18044,DIST_S_02,Southern,Eatery,Medium,2,98.65228798535465,257.746,643.705,385.959,115291.05163645746,13834.926196374894,3.614041686257877,245697.0138982081,580703.7751720118,5.640764574259949,1,0,1
OUT_19383,DIST_S_01,Southern,SMMT,Medium,2,84.88472751775731,256.366,659.839,403.473,115282.56312205587,13833.907574646704,3.61430779627548,245675.24266509543,580657.338453787,5.640275635830418,1,0,1
OUT_17325,DIST_S_02,Southern,Eatery,Medium,2,94.43262300308831,262.237,645.879,383.642,115276.99994903048,13833.239993883657,3.6144822197914164,245660.97431010992,580626.9049190135,5.639955197064155,1,0,1
OUT_17373,DIST_S_02,Southern,Grocery,Medium,2,82.80767038488261,264.9,665.532,400.631,115166.61112376263,13819.993334851515,3.6179467521094293,245377.8504636698,580023.0189465551,5.633596800728727,1,0,1
OUT_18299,DIST_S_01,Southern,Hotel,Medium,2,90.1998750572377,259.304,664.143,404.839,115076.23053985229,13809.147664782275,3.6207882784479106,245146.0434986251,579528.5887660218,5.628390879095493,1,0,1
OUT_18910,DIST_S_02,Southern,SMMT,Medium,2,97.69002239627767,255.286,661.418,406.132,114949.06368698904,13793.887642438685,3.624793915688316,244819.88758171088,578832.9180002584,5.6210660683705695,1,0,1
OUT_19168,DIST_S_01,Southern,SMMT,Medium,2,12.382669314878392,224.476,633.8,409.324,114670.04204327933,13760.40504519352,3.633613969631286,244104.25644046586,577306.5202309213,5.60499442169289,1,0,1
OUT_19853,DIST_S_02,Southern,Eatery,Medium,2,91.06646868495316,266.602,659.661,393.059,114583.7315013598,13750.047780163175,3.636351000331334,243882.88826703624,576834.355359033,5.600022934478323,1,0,1
OUT_18506,DIST_S_01,Southern,Bakery,Medium,2,82.28242286211366,255.93,656.505,400.574,114543.21522607964,13745.185827129557,3.637637251968796,243778.9726426702,576612.7096422806,5.597689197022187,1,0,1
OUT_19255,DIST_S_01,Southern,SMMT,Medium,2,81.31384326141348,260.04,652.597,392.557,114363.90300119862,13723.668360143834,3.6433407371756075,243319.0749428908,575631.7757748062,5.587360812869041,1,0,1
OUT_18062,DIST_S_02,Southern,Bakery,Medium,2,71.51606717832637,251.074,656.057,404.984,114337.12610620783,13720.455132744939,3.6441939801742502,243250.39790527284,575485.2918238111,5.585818463717571,1,0,1
OUT_18622,DIST_S_02,Southern,Kiosk,Medium,2,74.26220167379452,246.976,645.268,398.292,114095.24165187571,13691.428998225085,3.651919752604483,242630.01575211203,574162.0543622973,5.57188591914804,1,0,1
OUT_17194,DIST_S_02,Southern,SMMT,Medium,2,101.4443437115673,268.223,657.735,389.512,114024.22493737336,13682.906992484803,3.6541942459641064,242447.87299153226,573773.5549141512,5.567795356392706,1,0,1
OUT_17282,DIST_S_02,Southern,Grocery,Medium,2,85.11005478793248,263.714,651.413,387.699,113955.36710102676,13674.64405212321,3.656402302642509,242271.26729401998,573396.8656853035,5.563829145019141,1,0,1
OUT_17006,DIST_S_01,Southern,Grocery,Medium,2,109.56943841250921,265.355,665.431,400.076,113712.78030515957,13645.533636619148,3.664202612481202,241649.0837842776,572069.7860395841,5.549856145577191,1,0,1
OUT_17964,DIST_S_01,Southern,Pharmacy,Medium,2,96.71325353166588,257.389,657.59,400.201,113682.74170759002,13641.929004910802,3.665170811400724,241572.04117362457,571905.4588292841,5.548125922357185,1,0,1
OUT_19409,DIST_S_02,Southern,Eatery,Medium,2,96.37065127550919,266.562,663.467,396.905,113611.0331853912,13633.323982246944,3.6674841781145266,241388.12407351774,571513.174822669,5.543995511478532,1,0,1
OUT_17289,DIST_S_02,Southern,Bakery,Medium,2,71.09588499681202,256.442,666.889,410.447,113375.04846210289,13605.005815452347,3.6751178704540357,240782.87347504124,570222.2120484706,5.530402791417127,1,0,1
OUT_17241,DIST_S_02,Southern,SMMT,Medium,2,80.07493495695142,269.005,664.262,395.257,113286.44609640031,13594.373531568037,3.6779922137561547,240555.6272613005,569737.5096735283,5.525299295152657,1,0,1
OUT_19041,DIST_S_01,Southern,Bakery,Medium,2,86.36595417532321,254.26,649.948,395.687,113209.54795064802,13585.145754077761,3.680490508170797,240358.39988111355,569316.8356477362,5.520869961957325,1,0,1
OUT_18282,DIST_S_01,Southern,Bakery,Large,4,12.612134441646509,783.375,1157.788,374.414,113181.8936286637,13581.827235439643,3.6813897815996994,240287.47242997074,569165.5517013435,5.519277073011028,1,0,1
OUT_19388,DIST_S_01,Southern,Kiosk,Medium,2,96.00061314834058,262.296,661.327,399.031,113134.45164263045,13576.134197115653,3.6829335416132567,240165.79383129108,568906.0186389929,5.516544414615513,1,0,1
OUT_19445,DIST_S_02,Southern,Hotel,Medium,2,90.04049982633734,263.256,648.421,385.165,113080.42250887568,13569.65070106508,3.684693224717679,240027.22060042864,568610.4503520814,5.513432336511238,1,0,1
OUT_19076,DIST_S_01,Southern,Grocery,Medium,2,81.76504387525239,264.691,669.894,405.203,112917.3744414511,13550.084932974132,3.690013770934011,239609.0370035668,567718.4901331441,5.504040767827584,1,0,1
OUT_17579,DIST_S_01,Southern,Kiosk,Medium,2,93.7365086696261,248.495,649.177,400.683,112863.77228614155,13543.652674336985,3.6917662614563245,239471.55888155673,567425.257646917,5.500953283681753,1,0,1
OUT_17451,DIST_S_02,Southern,Grocery,Medium,2,93.60936247715216,272.781,664.904,392.123,112837.56390588923,13540.507668706707,3.6926237348954323,239404.339963265,567281.883775904,5.499443680979219,1,0,1
OUT_17527,DIST_S_02,Southern,Bakery,Medium,2,74.72888396650384,248.113,647.632,399.52,112762.25481905068,13531.47057828608,3.695089880344187,239211.1881810453,566869.9027530957,5.495105877577318,1,0,1
OUT_19085,DIST_S_02,Southern,Eatery,Medium,2,87.13068595575095,264.437,668.252,403.815,112737.84740382322,13528.541688458787,3.695889856528664,239148.58835480304,566736.3811249412,5.493700010460217,1,0,1
OUT_18248,DIST_S_02,Southern,Eatery,Medium,2,79.71907674113949,270.306,668.767,398.461,112702.75298624867,13524.33035834984,3.6970407166318813,239058.57864169875,566544.3958725078,5.491678572007923,1,0,1
OUT_19295,DIST_S_01,Southern,Kiosk,Medium,2,116.475244286697,276.672,663.236,386.563,112655.22476600195,13518.626971920234,3.698600464666703,238936.67887061182,566284.3910628428,5.488940946521712,1,0,1
OUT_17317,DIST_S_02,Southern,Eatery,Medium,2,70.68949012041433,268.061,656.06,387.999,112620.16704927867,13514.420045913439,3.699751808078458,238846.7632873812,566092.6065837143,5.486921622038451,1,0,1
OUT_17148,DIST_S_02,Southern,Bakery,Medium,2,116.22110789913859,263.656,659.951,396.295,112590.42859366552,13510.851431239862,3.7007290217394986,238770.49047697714,565929.9213106009,5.485208686995134,1,0,1
OUT_17847,DIST_S_01,Southern,Kiosk,Medium,2,119.30089889918183,267.728,665.736,398.008,112519.61656359947,13502.353987631936,3.703058003500698,238588.87268842035,565542.5415959022,5.481129914063329,1,0,1
OUT_17402,DIST_S_02,Southern,Grocery,Medium,2,99.15505116486287,267.571,668.58,401.008,112379.36506265847,13485.523807519015,3.7076794875495973,238229.15743355593,564775.2908000993,5.4730514276091276,1,0,1
OUT_17786,DIST_S_01,Southern,Kiosk,Medium,2,79.93386202885465,253.047,663.732,410.685,112085.21216203837,13450.225459444604,3.7174098048215645,237474.71783821657,563166.1169547266,5.45610822053341,1,0,1
OUT_18308,DIST_S_01,Southern,Pharmacy,Medium,2,100.23038498660179,266.898,669.619,402.721,111899.04043607341,13427.884852328809,3.72359463533294,236997.22697783564,562147.6579439905,5.445384729117828,1,0,1
OUT_17808,DIST_S_01,Southern,Bakery,Medium,2,84.89026175522879,266.442,672.958,406.516,111523.42846675144,13382.811416010172,3.736135737531489,236033.86220549274,560092.859382536,5.423749479684883,1,0,1
OUT_18628,DIST_S_02,Southern,Hotel,Medium,2,87.98636218501338,255.496,649.192,393.696,111435.18282137811,13372.221938565373,3.739094387582697,235807.53090348764,559610.1084587701,5.418666530511379,1,0,1
OUT_18200,DIST_S_01,Southern,Pharmacy,Medium,2,81.74349074746173,257.757,658.625,400.868,111234.26000159734,13348.11120019168,3.745848326412054,235292.2066264525,558510.9530676516,5.407093376092007,1,0,1
OUT_19134,DIST_S_01,Southern,Grocery,Medium,2,109.7622874141494,266.558,666.389,399.832,111096.12726114677,13331.535271337612,3.7505057731421565,234937.9255413809,557755.2930260402,5.3991369302420535,1,0,1
OUT_19236,DIST_S_02,Southern,Eatery,Medium,2,103.5746724285036,258.194,644.972,386.779,111096.05519274207,13331.526623129048,3.7505082061085426,234937.74070125876,557754.8987732836,5.399132779101944,1,0,1
OUT_18067,DIST_S_01,Southern,Bakery,Medium,2,123.74178253408743,254.052,645.252,391.2,111055.33640473004,13326.640368567605,3.751883341725847,234833.30567482946,557532.1452034698,5.39678737691245,1,0,1
OUT_19103,DIST_S_01,Southern,Grocery,Medium,2,101.57398571746344,251.676,663.239,411.563,111009.06311103218,13321.08757332386,3.7534472861005344,234714.62452329625,557279.0055138699,5.394122035195452,1,0,1
OUT_18973,DIST_S_02,Southern,Bakery,Medium,2,84.24889654497696,262.235,659.768,397.533,110924.94091548855,13310.992909858625,3.7562937895465414,234498.86899264803,556818.8120682206,5.38927659673214,1,0,1
OUT_19639,DIST_S_02,Southern,SMMT,Medium,2,20.43928659963925,241.921,651.761,409.84,110842.28923766794,13301.074708520153,3.7590947420189993,234286.88502703817,556366.6631417789,5.384515860089674,1,0,1
OUT_18364,DIST_S_01,Southern,SMMT,Medium,2,19.505473733036798,218.337,621.45,403.113,110774.32945924251,13292.9195351091,3.761400937389307,234112.58265698992,555994.8867705481,5.3806013768523675,1,0,1
OUT_18399,DIST_S_02,Southern,SMMT,Medium,2,120.82279175161956,274.462,667.905,393.444,110706.26134296643,13284.751361155972,3.763713647377534,233938.0024234088,555622.5177332741,5.376680653354867,1,0,1
OUT_19833,DIST_S_02,Southern,SMMT,Medium,2,56.04664389113405,256.453,660.951,404.498,110662.35024176893,13279.482029012272,3.765207098496974,233825.37979297235,555382.3005012851,5.37415137392589,1,0,1
OUT_17054,DIST_S_02,Southern,Hotel,Medium,2,116.55852627185853,267.996,667.131,399.134,110395.61825744282,13247.47419089314,3.7743043903699065,233141.26901284797,553923.133748222,5.358787611628707,1,0,1
OUT_19776,DIST_S_02,Southern,Eatery,Medium,2,59.0475380378028,263.873,669.787,405.914,110378.5938687811,13245.431264253732,3.774886525207987,233097.6050786635,553830.0012279913,5.3578070068417905,1,0,1
OUT_18933,DIST_S_02,Southern,Bakery,Medium,2,88.7504603006841,261.846,647.585,385.739,110272.78247892554,13232.733897471064,3.7785086881823875,232826.22137999302,553251.1562778339,5.35171227078611,1,0,1
OUT_19072,DIST_S_01,Southern,Pharmacy,Medium,2,92.19521553204844,273.974,666.085,392.111,110137.95758262243,13216.554909914692,3.783134132972231,232480.42421126156,552513.591914611,5.343946356759052,1,0,1
OUT_18801,DIST_S_01,Southern,Pharmacy,Medium,2,91.41675818457455,267.053,669.267,402.214,110078.12185534886,13209.374622641863,3.785190550527368,232326.958303647,552186.2584525085,5.3404998188680946,1,0,1
OUT_18662,DIST_S_02,Southern,SMMT,Medium,2,82.86779650387246,266.46,654.986,388.526,110061.74231629893,13207.40907795587,3.785753867763031,232284.94827149488,552096.6536048838,5.339556357418818,1,0,1
OUT_18146,DIST_S_02,Southern,Hotel,Medium,2,104.10066486012522,270.653,665.682,395.029,110034.54522454507,13204.145426945408,3.7866895874962196,232215.19351859624,551947.8709526365,5.3379898049337955,1,0,1
