Outlet_ID,Distributor_ID,Province,Outlet_Type,Outlet_Size,Cooler_Count,monthly_volume_mean,base_pred,cf_add_cooler,monthly_uplift_L,monthly_revenue_uplift_LKR,monthly_margin_uplift_LKR,payback_months,npv_24mo_LKR,npv_lifetime_LKR,roi_24mo,payback_within_24mo,is_greenfield,is_material_case
OUT_00015,DIST_W_01,Western,Bakery,Small,0,385.39272998697794,391.49,393.041,1.552,408.3540221396487,49.00248265675784,999.0,-48952.65882957881,-47766.08488070458,-0.9764788083247562,0,1,0
OUT_00016,DIST_W_03,Western,Eatery,Medium,1,325.0354450571659,421.667,450.566,28.899,7512.406962154391,901.488835458527,55.46380391340992,-30732.27475709216,-8903.112042036468,-0.5672853589799071,0,0,1
OUT_00017,DIST_W_03,Western,Eatery,Large,5,341.7709697071088,693.758,693.758,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00018,DIST_W_02,Western,Pharmacy,Small,1,444.77297505754603,407.594,535.734,128.141,31682.90464460691,3801.948557352829,13.15115111257932,31259.908397516963,123322.45030410972,0.824935307529358,1,0,1
OUT_00019,DIST_W_01,Western,Grocery,Extra Large,4,348.49456949541644,1648.912,1648.912,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00020,DIST_W_02,Western,SMMT,Small,0,342.4827484801171,326.356,329.842,3.486,907.4452937201751,108.893435246421,459.16450231230397,-47672.59592292428,-45035.78842947767,-0.947731151081718,0,1,0
OUT_00021,DIST_W_03,Western,Kiosk,Small,0,319.9567216432081,354.946,359.031,4.084,1035.475282844774,124.25703394137288,402.39170704485883,-47344.22624517218,-44335.39584627235,-0.940356623708141,0,1,0
OUT_00022,DIST_W_01,Western,Bakery,Small,0,379.43186961835517,342.568,344.12,1.552,423.6824933450893,50.84189920141072,983.4408388625388,-48913.34456278414,-47682.22993689357,-0.9755958883833229,0,1,0
OUT_00023,DIST_W_03,Western,Eatery,Small,0,349.49966704785254,326.108,329.594,3.486,913.3985720566022,109.60782864679227,456.17179554868665,-47657.32703082902,-45003.22080980434,-0.9473882422495398,0,1,0
OUT_00024,DIST_W_01,Western,Eatery,Large,5,277.1311806831342,693.799,693.799,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00025,DIST_W_03,Western,Grocery,Small,0,364.15149382036776,434.559,434.559,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00026,DIST_W_01,Western,Grocery,Medium,1,356.5321814416036,489.653,506.0,16.347,4375.653080921455,525.0783697105745,95.22388063244772,-38777.38097174386,-26062.835078628792,-0.7479623825389243,0,0,1
OUT_00027,DIST_W_02,Western,Pharmacy,Small,1,385.7183573611722,356.494,481.068,124.574,30491.69095164069,3659.0029141968826,13.664924891423471,28204.69876133924,116805.87367022279,0.7563213988145037,1,0,1
OUT_00028,DIST_W_03,Western,Grocery,Small,0,282.48259907856226,391.132,394.618,3.486,1055.382450619016,126.64589407428191,394.80158725614416,-47293.168596009826,-44226.492980959025,-0.9392099708443447,0,1,0
OUT_00029,DIST_W_02,Western,SMMT,Large,3,395.61144276172945,756.403,756.403,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00030,DIST_W_01,Western,Grocery,Extra Large,4,348.8595325572747,1535.996,1535.996,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00031,DIST_W_03,Western,Bakery,Small,1,359.38806156261506,415.838,534.886,119.048,30532.490877381177,3663.898905285741,13.64666473953942,28309.341888776165,117029.07110684959,0.7586714745371556,1,0,1
OUT_00032,DIST_W_02,Western,SMMT,Extra Large,5,411.8333399657615,1557.874,1557.874,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00033,DIST_W_03,Western,Hotel,Small,1,333.51158687469007,336.289,450.622,114.332,31635.902477418247,3796.3082972901893,13.170690071638829,31139.35784058165,123065.32328630236,0.8222279826992908,1,0,1
OUT_00034,DIST_W_03,Western,Grocery,Large,5,357.6621447343281,748.565,748.565,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00035,DIST_W_01,Western,Bakery,Large,5,331.8688038421707,749.322,749.322,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00036,DIST_W_03,Western,Kiosk,Small,0,286.3457226186652,320.66,325.562,4.902,1330.9980586226932,159.71976703472316,313.0482903166893,-46586.27321155785,-42718.72805040409,-0.9233345118233328,0,1,0
OUT_00037,DIST_W_03,Western,Bakery,Large,2,339.99695863405594,774.049,787.844,13.795,3399.221242528295,407.9065491033954,122.57709543988247,-41281.72085580033,-31404.439981449996,-0.8042048564303701,0,0,1
OUT_00038,DIST_W_03,Western,Bakery,Medium,2,372.79452008408805,531.555,533.939,2.385,593.361997917603,71.20343975011237,702.2132663179533,-48478.152740785416,-46753.99220652179,-0.9658223489199461,0,0,0
OUT_00039,DIST_W_01,Western,Eatery,Medium,1,347.89201383689993,497.238,513.584,16.347,4542.716104937667,545.12593259252,91.72192517462722,-38348.899865593754,-25148.91089767043,-0.7383395523555905,0,0,1
OUT_00040,DIST_W_01,Western,SMMT,Large,4,300.2644107989747,726.522,726.522,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00041,DIST_W_03,Western,Grocery,Large,3,308.2871932298332,738.776,738.776,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00042,DIST_W_02,Western,Bakery,Medium,2,377.8975819165423,527.688,528.808,1.12,291.379626637137,34.965555196456435,999.0,-49252.67326228352,-48405.997448026224,-0.9832165335057009,0,0,0
OUT_00043,DIST_W_01,Western,Eatery,Small,0,435.45061287995753,334.549,334.549,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00044,DIST_W_01,Western,Grocery,Small,1,330.10212884942507,341.787,460.963,119.176,33413.62991612046,4009.635589934455,12.469961141984314,35698.850426413235,132790.44410792392,0.9246250831685384,1,0,1
OUT_00045,DIST_W_03,Western,Grocery,Medium,2,346.2440465773259,505.528,520.436,14.908,3945.170627843145,473.4204753411774,105.61435891416984,-39881.47685866679,-28417.80456193206,-0.7727581718362349,0,0,1
OUT_00046,DIST_W_02,Western,Pharmacy,Small,0,358.89146812024563,343.476,346.962,3.486,897.8417296714011,107.74100756056814,464.0758531229791,-47697.22702110315,-45088.32506623043,-0.9482843163709272,0,1,0
OUT_00047,DIST_W_03,Western,Grocery,Small,0,352.89864842676394,341.976,345.462,3.486,928.638411430951,111.43660937171411,448.685582609726,-47618.240085820544,-44919.85072955973,-0.9465104275015772,0,1,0
OUT_00048,DIST_W_01,Western,Kiosk,Small,0,374.26061557619005,401.685,401.685,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00049,DIST_W_01,Western,Hotel,Large,3,391.50066380133353,786.159,786.159,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00050,DIST_W_01,Western,Grocery,Extra Large,2,443.41117259675207,1677.02,1677.626,0.606,159.57668578509725,19.14920229421167,999.0,-49590.719758345025,-49127.03009708455,-0.9908083828987784,0,0,0
OUT_00051,DIST_W_01,Western,SMMT,Small,0,323.7072985520739,300.304,303.79,3.486,971.1108569588173,116.53330283505807,429.0618971880536,-47509.3073010356,-44687.5037142885,-0.9440640146391721,0,1,0
OUT_00052,DIST_W_02,Western,Pharmacy,Medium,1,329.7798822765531,495.882,512.229,16.347,4489.708032915691,538.7649639498828,92.80484691029596,-38484.854290390096,-25438.893430263433,-0.7413928173040563,0,0,1
OUT_00053,DIST_W_02,Western,SMMT,Medium,2,303.4451647891752,403.87,477.218,73.348,21329.40313134588,2559.5283757615057,19.534848870399454,4705.3802064170595,66683.25413081411,0.2285736203655228,1,0,1
OUT_00054,DIST_W_02,Western,Grocery,Small,1,346.1393062307641,344.516,463.848,119.332,31425.35097694333,3771.0421172331994,13.258934386202196,30599.338046516976,121913.49385693434,0.8101002162719357,1,0,1
OUT_00055,DIST_W_01,Western,Eatery,Small,0,350.34167378265397,320.944,324.792,3.848,1009.0586893203155,121.08704271843786,412.92609743772795,-47411.979186199875,-44479.90875535394,-0.9418782194951498,0,1,0
OUT_00056,DIST_W_02,Western,Kiosk,Small,0,338.32071506147594,349.69,353.177,3.488,933.7429810675184,112.0491577281022,446.23271619167093,-47605.14795093806,-44891.92600084303,-0.946216404290511,0,1,0
OUT_00057,DIST_W_02,Western,SMMT,Large,4,451.40904031771214,758.365,758.365,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00058,DIST_W_03,Western,Grocery,Medium,1,345.97405728568083,506.374,523.689,17.315,4404.348188104199,528.5217825725039,94.60348021349694,-38703.78412804274,-25905.85748000136,-0.7463095443651983,0,0,1
OUT_00059,DIST_W_02,Western,Grocery,Medium,2,447.31666682329626,487.638,487.679,0.041,10.17710719825179,1.2212528637902147,999.0,-49973.89788569078,-49944.32577516504,-0.9994137986253807,0,0,0
OUT_00060,DIST_W_02,Western,Grocery,Medium,1,352.350437043551,506.526,524.08,17.554,4396.398973203071,527.5678767843685,94.77453461488211,-38724.17217269784,-25949.34394123691,-0.7467674191435031,0,0,1
OUT_00061,DIST_W_01,Western,Kiosk,Small,1,399.6776519292591,428.174,555.059,126.885,33752.20729846174,4050.2648758154087,12.344871640014379,36567.229363986655,134642.64365159583,0.9441271403913962,1,0,1
OUT_00062,DIST_W_01,Western,Pharmacy,Extra Large,3,444.12041375987394,1684.221,1684.221,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00064,DIST_W_03,Western,Grocery,Medium,1,415.9642585057387,520.85,545.272,24.422,6578.627637785867,789.435316534304,63.33641142317365,-33127.22001898746,-14011.384858506855,-0.6210710480635341,0,0,1
OUT_00065,DIST_W_02,Western,Grocery,Small,0,435.45098882922343,342.499,344.966,2.467,631.5317365947925,75.7838083913751,659.7715404032197,-48380.25548347086,-46545.183301239675,-0.96362377197214,0,1,0
OUT_00066,DIST_W_01,Western,Hotel,Medium,1,494.4378392372198,525.369,552.473,27.105,6489.745549109162,778.7694658930994,64.20385260310582,-33355.183662632684,-14497.61746787135,-0.6261906563713123,0,0,1
OUT_00067,DIST_W_02,Western,Grocery,Small,1,416.0918930174859,421.449,542.734,121.286,32904.48345946237,3948.538015135484,12.662914680912444,34392.99810974444,130005.14041113495,0.8952982472650323,1,0,1
OUT_00069,DIST_W_02,Western,Grocery,Small,0,388.23742680379445,363.065,363.065,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00070,DIST_W_02,Western,Kiosk,Medium,1,457.6214827360014,499.129,521.717,22.588,5970.271458936564,716.4325750723876,69.7902381043297,-34687.52416158041,-17339.418849031612,-0.6561123639652539,0,0,1
OUT_00071,DIST_W_02,Western,Grocery,Extra Large,5,462.02430549821736,1548.268,1548.268,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00072,DIST_W_03,Western,Bakery,Large,5,495.037602889588,751.724,751.724,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00073,DIST_W_03,Western,Hotel,Small,1,468.16850317253767,338.53,476.978,138.448,36865.83453175261,4423.900143810313,11.302244258373994,44553.020647940124,151675.8515427619,1.1234720690289504,1,0,1
OUT_00074,DIST_W_03,Western,Eatery,Large,5,512.5523585586328,794.702,794.702,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00075,DIST_W_03,Western,Eatery,Small,0,428.8870120839008,397.337,397.337,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00076,DIST_W_01,Western,Pharmacy,Large,3,436.1908844460445,738.643,738.643,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00077,DIST_W_02,Western,Bakery,Medium,1,452.4257862174727,499.27,524.658,25.387,6243.389441484276,749.2067329781131,66.73725395025338,-33987.03465493666,-15845.317266860467,-0.6403807681705057,0,0,1
OUT_00078,DIST_W_01,Western,Eatery,Extra Large,5,505.7526362878012,1621.402,1621.402,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00079,DIST_W_03,Western,Kiosk,Extra Large,5,448.21515973513385,1565.708,1565.708,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00080,DIST_W_03,Western,Grocery,Large,2,506.08919844831195,748.401,748.401,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00081,DIST_W_01,Western,Grocery,Small,0,450.1654306542939,337.166,337.166,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00082,DIST_W_02,Western,Kiosk,Small,0,409.5677086914927,387.048,387.048,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00083,DIST_W_01,Western,Kiosk,Small,1,433.0944083998129,380.21,501.508,121.298,32057.113285412343,3846.853594249481,12.997635281660616,32219.673930838573,125369.57190728662,0.8464897252397507,1,0,1
OUT_00084,DIST_W_01,Western,Kiosk,Small,0,414.8385159230303,343.075,343.673,0.598,158.25048760792978,18.990058512951574,999.0,-49594.12117445893,-49134.2851111129,-0.9908847719137832,0,1,0
OUT_00085,DIST_W_03,Western,Hotel,Medium,1,418.38218892758863,511.753,534.434,22.681,6096.562387008233,731.5874864409878,68.34452601593694,-34363.61480536271,-16648.539860817138,-0.6488380065083259,0,0,1
OUT_00086,DIST_W_02,Western,Bakery,Medium,1,452.3362189287248,463.02,486.112,23.092,6216.531755216078,745.9838106259293,67.02558324696983,-34055.91890498898,-15992.243189395653,-0.641927770899554,0,0,1
OUT_00087,DIST_W_02,Western,Grocery,Extra Large,2,461.2297180783452,1666.452,1666.492,0.041,10.9749596022355,1.3169951522682601,999.0,-49971.85156405488,-49939.9610953735,-0.9993678423269112,0,0,0
OUT_00088,DIST_W_02,Western,Eatery,Small,1,471.1159196554068,360.764,488.613,127.85,32432.050025097804,3891.8460030117362,12.84737370422856,33181.30688285045,127420.67660113543,0.8680860814456333,1,0,1
OUT_00089,DIST_W_02,Western,Bakery,Small,0,393.4134517026317,374.469,374.469,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00091,DIST_W_02,Western,Hotel,Medium,1,402.74473719901954,464.365,491.599,27.234,7076.714664022622,849.2057596827146,58.878545546701545,-31849.73278793965,-11286.582166947548,-0.5923812353522969,0,0,1
OUT_00092,DIST_W_02,Western,Pharmacy,Large,4,469.40934006274205,766.588,766.588,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00093,DIST_W_02,Western,Hotel,Small,0,458.5538165363115,313.223,313.223,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00094,DIST_W_03,Western,Grocery,Medium,2,422.24394120441826,477.259,477.864,0.606,166.538013819853,19.98456165838236,999.0,-49572.86543328314,-49088.94790588747,-0.9904074104039765,0,0,0
OUT_00095,DIST_W_01,Western,Grocery,Small,1,463.6567101830085,446.925,572.779,125.854,32784.375003365676,3934.125000403881,12.709306388299037,34084.94547853325,129348.08285449879,0.888380000193863,1,0,1
OUT_00096,DIST_W_03,Western,Hotel,Large,3,409.07193145877113,803.99,803.99,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00097,DIST_W_03,Western,Eatery,Medium,1,448.5596844399544,497.611,520.592,22.98,5873.178926264327,704.7814711517192,70.94397631976967,-34936.54584691922,-17870.566982630797,-0.6617048938471748,0,0,1
OUT_00098,DIST_W_03,Western,Pharmacy,Small,0,471.0222653105863,388.391,388.391,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00099,DIST_W_03,Western,Pharmacy,Small,1,397.9162773649428,344.743,471.242,126.499,35368.875060065795,4244.265007207895,11.780602746314534,40713.638151020845,143486.6818138788,1.0372472034597897,1,0,1
OUT_00100,DIST_W_02,Western,Eatery,Small,0,398.14927225621767,354.767,355.365,0.598,158.8070910062641,19.056850920751693,999.0,-49592.69360518554,-49131.24019253838,-0.9908527115580391,0,1,0
OUT_00101,DIST_W_01,Western,Bakery,Extra Large,5,467.3972044607783,1583.262,1583.262,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00103,DIST_W_02,Western,Bakery,Large,5,435.1271825997919,692.397,692.397,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00104,DIST_W_02,Western,Hotel,Large,2,447.92901832876686,762.485,762.485,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00105,DIST_W_01,Western,Bakery,Small,1,564.3130287264119,458.617,589.132,130.515,31940.790491958633,3832.8948590350356,13.044970404585513,31921.330718730314,124733.22395201641,0.8397895323368171,1,0,1
OUT_00107,DIST_W_03,Western,Pharmacy,Small,0,486.7422597463696,402.609,402.609,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00108,DIST_W_01,Western,SMMT,Extra Large,2,431.6305213337981,1706.121,1706.162,0.041,10.601651352866634,1.272198162343996,999.0,-49972.80902027577,-49942.00329135348,-0.999389344882075,0,0,0
OUT_00109,DIST_W_02,Western,Grocery,Small,0,438.7626060564424,446.163,446.163,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00110,DIST_W_01,Western,Eatery,Small,1,439.98246461118106,413.974,535.26,121.286,32090.72426907652,3850.8869122891824,12.984021899068754,32305.878951632534,125553.44198205258,0.8484257178988075,1,0,1
OUT_00111,DIST_W_02,Western,Bakery,Small,0,490.0348685882612,419.14,420.692,1.552,394.52469810078287,47.342963772093945,999.0,-48988.12810290471,-47841.73868692445,-0.9772753773893949,0,1,0
OUT_00112,DIST_W_02,Western,Pharmacy,Extra Large,3,486.1565973219276,1635.359,1635.359,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00113,DIST_W_03,Western,Hotel,Small,1,516.5097331926895,314.757,457.466,142.709,35436.111606734856,4252.333392808183,11.758250207888963,40886.08558551526,143854.50172020964,1.0411200285479278,1,0,1
OUT_00114,DIST_W_03,Western,Pharmacy,Small,0,430.4002162737981,366.078,366.078,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00115,DIST_W_03,Western,Kiosk,Small,1,401.0690090463187,362.155,483.917,121.762,33337.99013721131,4000.558816465357,12.498253942477183,35504.850489402656,132376.6540224487,0.9202682319033714,1,0,1
OUT_00116,DIST_W_03,Western,Bakery,Small,0,465.490920104056,417.079,417.079,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00117,DIST_W_02,Western,Grocery,Large,3,491.0494838204793,778.619,778.619,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00118,DIST_W_02,Western,Hotel,Medium,2,491.5782969833829,536.744,537.35,0.606,150.19483522618992,18.02338022714279,999.0,-49614.78220860227,-49178.35384235023,-0.9913487774909714,0,0,0
OUT_00119,DIST_W_03,Western,SMMT,Small,0,469.51916111289603,306.109,306.109,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00120,DIST_W_01,Western,Bakery,Large,4,493.22716847587515,764.227,764.227,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00121,DIST_W_02,Western,Eatery,Small,1,425.01997859522737,350.973,475.068,124.096,32727.643029843162,3927.3171635811796,12.731337428935023,33939.44003882179,129037.72858705369,0.8851122385189661,1,0,1
OUT_00122,DIST_W_01,Western,Grocery,Medium,1,428.8422239529328,514.432,537.021,22.588,5937.31911794726,712.4782941536712,70.17757651044415,-34772.039904070276,-17519.685795752193,-0.6580104188062379,0,0,1
OUT_00123,DIST_W_01,Western,Bakery,Small,1,430.2311233775495,405.802,528.577,122.775,32406.902716416877,3888.828325970025,12.857343088686758,33116.80938734686,127283.10735967784,0.866637596465612,1,0,1
OUT_00124,DIST_W_01,Western,Pharmacy,Medium,2,392.36302401972864,533.132,536.041,2.908,737.4288925574801,88.49146710689762,565.0262294736287,-48108.65181298636,-45965.86916456017,-0.9575240957886891,0,0,0
OUT_00125,DIST_W_01,Western,Grocery,Small,1,410.6846427415352,350.227,473.356,123.129,35127.418929740954,4215.290271568914,11.861579340629891,40094.35455779274,142165.78751399415,1.023339330353079,1,0,1
OUT_00126,DIST_W_03,Western,Eatery,Small,0,384.94937261522756,323.539,324.499,0.96,265.9201442617011,31.910417311404135,999.0,-49317.97141688401,-48545.27444671946,-0.9846829996905261,0,1,0
OUT_00127,DIST_W_02,Western,Bakery,Medium,2,449.86013458217633,509.864,509.904,0.041,10.979762841594356,1.3175715409913227,999.0,-49971.83924476804,-49939.93481908272,-0.9993675656603241,0,0,0
OUT_00128,DIST_W_03,Western,SMMT,Large,4,490.4285037962653,714.667,714.667,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00129,DIST_W_02,Western,Grocery,Medium,1,436.49687036387064,480.864,503.453,22.588,5859.1051457864705,703.0926174943764,71.11438629264218,-34972.642098991615,-17947.558096445213,-0.6625155436026994,0,0,1
OUT_00130,DIST_W_03,Western,Eatery,Small,0,485.3802890691986,361.436,361.436,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00131,DIST_W_01,Western,Eatery,Medium,2,521.0717483492854,532.317,532.923,0.606,155.74448815970356,18.689338579164428,999.0,-49600.54852977535,-49147.9942697175,-0.9910291174820011,0,0,0
OUT_00132,DIST_W_03,Western,Eatery,Medium,2,487.67643371987873,428.975,435.788,6.812,1820.0444552285862,218.40533462743034,228.93213705284796,-45331.97327169753,-40043.382442956536,-0.8951654393788334,0,0,1
OUT_00133,DIST_W_03,Western,Kiosk,Small,0,442.68606227988704,343.099,343.697,0.598,161.03310307443599,19.323972368932317,999.0,-49586.98435791858,-49119.06271479795,-0.9907244932629125,0,1,0
OUT_00134,DIST_W_03,Western,Grocery,Extra Large,2,419.4361933790535,1678.767,1680.935,2.168,581.074101893455,69.7288922272146,717.0628759893797,-48509.668579264275,-46821.21357627553,-0.9665301317309369,0,0,0
OUT_00135,DIST_W_02,Western,Pharmacy,Small,0,482.1301780790227,338.718,338.718,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00136,DIST_W_03,Western,Bakery,Small,1,481.7185232249254,414.01,537.597,123.586,32816.56282179055,3937.9875386148656,12.696840584108815,34167.50038333319,129524.16745349378,0.8902340185351355,1,0,1
OUT_00137,DIST_W_03,Western,Kiosk,Large,5,471.3784890090244,780.487,780.487,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,0,0
OUT_00138,DIST_W_02,Western,Bakery,Small,0,410.91881947299663,384.402,384.402,0.0,0.0,0.0,999.0,-50000.0,-50000.0,-1.0,0,1,0
OUT_00139,DIST_W_03,Western,Hotel,Medium,1,527.9317251171447,496.2,520.587,24.388,6218.751588641677,746.2501906370012,67.00165792563465,-34050.22550462543,-15980.099512137916,-0.6417999084942394,0,0,1
OUT_00140,DIST_W_02,Western,Grocery,Medium,2,412.20983717080276,472.668,474.836,2.168,558.0790010547036,66.96948012656442,746.6087523078558,-48568.6461196353,-46947.009088621046,-0.967854649539249,0,0,0
OUT_00141,DIST_W_01,Western,Pharmacy,Medium,2,499.14998938101013,526.658,527.786,1.128,282.2070913344969,33.86485096013963,999.0,-49276.19886345002,-48456.1761267802,-0.983744871539133,0,0,0
OUT_00142,DIST_W_01,Western,Pharmacy,Medium,1,462.3721794962643,503.062,526.157,23.094,6200.868463529155,744.1042156234986,67.19488876716561,-34096.09191506998,-16077.929780491322,-0.6428299765007207,0,0,1
OUT_00143,DIST_W_03,Western,Hotel,Medium,2,409.6655182672073,537.511,539.679,2.168,568.2034586050538,68.18441503260645,733.3054038241659,-48542.67904046927,-46891.62288554684,-0.967271480784349,0,0,0
OUT_00144,DIST_W_03,Western,Grocery,Medium,1,487.6782369411651,502.301,526.689,24.388,6047.640891645626,725.716906997475,68.89738893760396,-34489.088030637584,-16916.166631275875,-0.651655884641212,0,0,1
OUT_00145,DIST_W_03,Western,Grocery,Medium,1,407.12909832173455,499.001,521.59,22.589,5918.308630305957,710.1970356367149,70.40299732478236,-34820.79775950217,-17623.683340687756,-0.6591054228943768,0,0,1
OUT_00146,DIST_W_02,Western,Grocery,Small,1,524.074381178037,362.577,488.769,126.192,32230.065636445208,3867.607876373425,12.927887624141452,32663.259907557353,126315.71385996189,0.8564517806592438,1,0,1
OUT_00147,DIST_W_01,Western,Kiosk,Medium,2,454.02085021026664,511.476,512.082,0.606,166.50754145743676,19.98090497489241,999.0,-49572.94358840832,-49089.11460602371,-0.9904091656120516,0,0,0
