Outlet_ID,Latitude,Longitude,is_land,nearest_land_outlet_km,category
OUT_17921,5.912505,80.284512,False,9.049,likely_ocean_outlier
OUT_07963,6.734648,79.805472,False,9.013,likely_ocean_outlier
OUT_02564,6.741736,79.80169,False,9.007,likely_ocean_outlier
OUT_05353,6.717153,79.812795,False,8.97,likely_ocean_outlier
OUT_00755,6.702513,79.818029,False,8.95,likely_ocean_outlier
OUT_00800,6.725311,79.811818,False,8.911,likely_ocean_outlier
OUT_19528,5.920034,80.243991,False,8.901,likely_ocean_outlier
OUT_17778,5.910577,80.296837,False,8.9,likely_ocean_outlier
OUT_06553,6.727735,79.811941,False,8.859,likely_ocean_outlier
OUT_03020,6.731171,79.809639,False,8.838,likely_ocean_outlier
OUT_02817,6.737198,79.806272,False,8.793,likely_ocean_outlier
OUT_07666,6.723651,79.813505,False,8.753,likely_ocean_outlier
OUT_07915,6.727935,79.813506,False,8.692,likely_ocean_outlier
OUT_18936,5.908917,80.313002,False,8.677,likely_ocean_outlier
OUT_00106,6.731756,79.811047,False,8.673,likely_ocean_outlier
OUT_03336,6.728883,79.813417,False,8.652,likely_ocean_outlier
OUT_17184,5.905447,80.32253,False,8.646,likely_ocean_outlier
OUT_19981,5.919897,80.252533,False,8.641,likely_ocean_outlier
OUT_08601,6.734955,79.809288,False,8.637,likely_ocean_outlier
OUT_17056,5.901518,80.334013,False,8.601,likely_ocean_outlier
OUT_18981,5.920036,80.253799,False,8.594,likely_ocean_outlier
OUT_00272,6.736099,79.809196,False,8.578,likely_ocean_outlier
OUT_05359,6.738964,79.807705,False,8.558,likely_ocean_outlier
OUT_19229,5.929181,80.231936,False,8.547,likely_ocean_outlier
OUT_00838,6.759109,79.800009,False,8.54,likely_ocean_outlier
OUT_04638,6.748026,79.803954,False,8.496,likely_ocean_outlier
OUT_00357,6.732308,79.81279,False,8.48,likely_ocean_outlier
OUT_01235,6.756823,79.801176,False,8.477,likely_ocean_outlier
OUT_02535,6.737661,79.809437,False,8.465,likely_ocean_outlier
OUT_06070,6.709847,79.819931,False,8.447,likely_ocean_outlier
OUT_01132,6.751265,79.803575,False,8.408,likely_ocean_outlier
OUT_18692,5.915972,80.296568,False,8.344,likely_ocean_outlier
OUT_08598,6.714834,79.819292,False,8.342,likely_ocean_outlier
OUT_18429,5.918956,80.285948,False,8.325,likely_ocean_outlier
OUT_05026,6.708846,79.82163,False,8.31,likely_ocean_outlier
OUT_19459,5.924084,80.249169,False,8.292,likely_ocean_outlier
OUT_06707,6.739377,79.810406,False,8.276,likely_ocean_outlier
OUT_19828,5.916527,80.298962,False,8.198,likely_ocean_outlier
OUT_04050,6.736013,79.813623,False,8.171,likely_ocean_outlier
OUT_17028,5.922095,80.273157,False,8.147,likely_ocean_outlier
OUT_01467,6.714868,79.82152,False,8.105,likely_ocean_outlier
OUT_07078,6.736311,79.814255,False,8.095,likely_ocean_outlier
OUT_08453,6.74926,79.807414,False,8.091,likely_ocean_outlier
OUT_19281,5.908933,80.32923,False,8.061,likely_ocean_outlier
OUT_00651,6.782642,79.800598,False,8.032,likely_ocean_outlier
OUT_00946,6.769627,79.803215,False,7.999,likely_ocean_outlier
OUT_08894,6.7507,79.807764,False,7.996,likely_ocean_outlier
OUT_17974,5.919847,80.29561,False,7.981,likely_ocean_outlier
OUT_00368,6.710472,79.824652,False,7.934,likely_ocean_outlier
OUT_18241,5.912928,80.320975,False,7.925,likely_ocean_outlier
OUT_06124,6.733022,79.818554,False,7.922,likely_ocean_outlier
OUT_05816,6.714343,79.823439,False,7.919,likely_ocean_outlier
OUT_01069,6.739607,79.814118,False,7.911,likely_ocean_outlier
OUT_00547,6.762775,79.805084,False,7.906,likely_ocean_outlier
OUT_07875,6.751877,79.80822,False,7.902,likely_ocean_outlier
OUT_08479,6.764025,79.80517,False,7.871,likely_ocean_outlier
OUT_17925,5.950387,80.205265,False,7.865,likely_ocean_outlier
OUT_04711,6.72889,79.821085,False,7.849,likely_ocean_outlier
OUT_01492,6.76429,79.805514,False,7.828,likely_ocean_outlier
OUT_18172,5.919065,80.302982,False,7.795,likely_ocean_outlier
OUT_03191,6.783939,79.8029,False,7.744,likely_ocean_outlier
OUT_03839,6.722579,79.823107,False,7.729,likely_ocean_outlier
OUT_18596,5.926721,80.262843,False,7.687,likely_ocean_outlier
OUT_06372,6.750977,79.810763,False,7.676,likely_ocean_outlier
OUT_03895,6.714116,79.826032,False,7.655,likely_ocean_outlier
OUT_19053,5.926758,80.266092,False,7.648,likely_ocean_outlier
OUT_05154,6.775928,79.806107,False,7.643,likely_ocean_outlier
OUT_19346,5.914136,80.325047,False,7.641,likely_ocean_outlier
OUT_18939,5.907155,80.343641,False,7.634,likely_ocean_outlier
OUT_18490,5.913971,80.326193,False,7.618,likely_ocean_outlier
OUT_05360,6.798355,79.800202,False,7.618,likely_ocean_outlier
OUT_03938,6.726489,79.823517,False,7.613,likely_ocean_outlier
OUT_05483,6.767116,79.807062,False,7.61,likely_ocean_outlier
OUT_17617,5.914527,80.325122,False,7.598,likely_ocean_outlier
OUT_19223,5.918872,80.312589,False,7.587,likely_ocean_outlier
OUT_02384,6.786329,79.803687,False,7.578,likely_ocean_outlier
OUT_19739,5.951041,80.209016,False,7.578,likely_ocean_outlier
OUT_01606,6.764258,79.807848,False,7.575,likely_ocean_outlier
OUT_19486,5.908474,80.342796,False,7.525,likely_ocean_outlier
OUT_19269,5.918302,80.31781,False,7.521,likely_ocean_outlier
OUT_01479,6.728123,79.824213,False,7.514,likely_ocean_outlier
OUT_03652,6.753789,79.811395,False,7.5,likely_ocean_outlier
OUT_19597,5.910682,80.337813,False,7.499,likely_ocean_outlier
OUT_04178,6.80251,79.800481,False,7.486,likely_ocean_outlier
OUT_03664,6.710331,79.829073,False,7.486,likely_ocean_outlier
OUT_18632,5.904944,80.35189,False,7.478,likely_ocean_outlier
OUT_03886,6.715271,79.827373,False,7.474,likely_ocean_outlier
OUT_00268,6.740815,79.818106,False,7.466,likely_ocean_outlier
OUT_18237,5.928462,80.266317,False,7.457,likely_ocean_outlier
OUT_07912,6.802749,79.800764,False,7.45,likely_ocean_outlier
OUT_06897,6.706186,79.831455,False,7.435,likely_ocean_outlier
OUT_03438,6.717433,79.827176,False,7.425,likely_ocean_outlier
OUT_00068,6.787665,79.805148,False,7.38,likely_ocean_outlier
OUT_06345,6.799857,79.802051,False,7.379,likely_ocean_outlier
OUT_18562,5.914768,80.331451,False,7.371,likely_ocean_outlier
OUT_18738,5.933387,80.247856,False,7.36,likely_ocean_outlier
OUT_17219,5.921784,80.308881,False,7.341,likely_ocean_outlier
OUT_02750,6.78202,79.807788,False,7.314,likely_ocean_outlier
OUT_02849,6.707707,79.832171,False,7.29,likely_ocean_outlier
OUT_18527,5.95633,80.20599,False,7.279,likely_ocean_outlier
OUT_19915,5.914116,80.335215,False,7.278,likely_ocean_outlier
OUT_04194,6.794759,79.804494,False,7.264,likely_ocean_outlier
OUT_07995,6.736683,79.823472,False,7.243,likely_ocean_outlier
OUT_19479,5.947712,80.222836,False,7.242,likely_ocean_outlier
OUT_03919,6.808407,79.801842,False,7.238,likely_ocean_outlier
OUT_00588,6.801789,79.803027,False,7.226,likely_ocean_outlier
OUT_02024,6.816067,79.800283,False,7.222,likely_ocean_outlier
OUT_00532,6.758011,79.812688,False,7.218,likely_ocean_outlier
OUT_05765,6.7218,79.828149,False,7.201,likely_ocean_outlier
OUT_08546,6.995102,79.802297,False,7.171,likely_ocean_outlier
OUT_17289,5.930994,80.273853,False,7.161,likely_ocean_outlier
OUT_17888,5.956522,80.207612,False,7.157,likely_ocean_outlier
OUT_01373,6.749882,79.816354,False,7.156,likely_ocean_outlier
OUT_04114,6.742245,79.820551,False,7.152,likely_ocean_outlier
OUT_07434,6.798518,79.80485,False,7.117,likely_ocean_outlier
OUT_05393,6.819748,79.800074,False,7.115,likely_ocean_outlier
OUT_00413,6.791508,79.806611,False,7.112,likely_ocean_outlier
OUT_01618,6.806784,79.803202,False,7.111,likely_ocean_outlier
OUT_00476,6.99683,79.803039,False,7.095,likely_ocean_outlier
OUT_03926,6.998476,79.803222,False,7.086,likely_ocean_outlier
OUT_01996,6.784257,79.809127,False,7.085,likely_ocean_outlier
OUT_06210,6.764623,79.812385,False,7.075,likely_ocean_outlier
OUT_07237,6.805682,79.803775,False,7.066,likely_ocean_outlier
OUT_02235,6.994263,79.803314,False,7.057,likely_ocean_outlier
OUT_06512,6.813997,79.8027,False,7.057,likely_ocean_outlier
OUT_05634,6.721448,79.829596,False,7.054,likely_ocean_outlier
OUT_04180,6.70773,79.834549,False,7.053,likely_ocean_outlier
OUT_08371,6.789401,79.808085,False,7.015,likely_ocean_outlier
OUT_08281,7.005822,79.803707,False,7.014,likely_ocean_outlier
OUT_03721,6.987955,79.801394,False,7.01,likely_ocean_outlier
OUT_18423,5.939641,80.241956,False,6.991,likely_ocean_outlier
OUT_07206,6.765759,79.813002,False,6.986,likely_ocean_outlier
OUT_18270,5.92662,80.30336,False,6.979,likely_ocean_outlier
OUT_06703,6.724742,79.829796,False,6.959,likely_ocean_outlier
OUT_00801,6.991626,79.803391,False,6.957,likely_ocean_outlier
OUT_01638,6.700121,79.838081,False,6.953,likely_ocean_outlier
OUT_06566,7.003124,79.80451,False,6.941,likely_ocean_outlier
OUT_08446,6.744099,79.821681,False,6.938,likely_ocean_outlier
OUT_03659,6.726079,79.829788,False,6.935,likely_ocean_outlier
OUT_06736,6.805339,79.805041,False,6.934,likely_ocean_outlier
OUT_17178,5.949408,80.226489,False,6.934,likely_ocean_outlier
OUT_17847,5.928325,80.299854,False,6.931,likely_ocean_outlier
OUT_19611,5.964417,80.201316,False,6.93,likely_ocean_outlier
OUT_04790,6.806759,79.80506,False,6.908,likely_ocean_outlier
OUT_05700,6.82249,79.801397,False,6.891,likely_ocean_outlier
OUT_02550,6.735904,79.828283,False,6.888,likely_ocean_outlier
OUT_01928,6.751197,79.818452,False,6.885,likely_ocean_outlier
OUT_07902,6.824046,79.801303,False,6.859,likely_ocean_outlier
OUT_00325,6.73971,79.825697,False,6.844,likely_ocean_outlier
OUT_17576,5.929239,80.300008,False,6.83,likely_ocean_outlier
OUT_17687,5.92312,80.322294,False,6.825,likely_ocean_outlier
OUT_04893,6.815014,79.804613,False,6.819,likely_ocean_outlier
OUT_04751,6.81584,79.804333,False,6.813,likely_ocean_outlier
OUT_17087,5.951785,80.223048,False,6.81,likely_ocean_outlier
OUT_00882,7.012665,79.803702,False,6.807,likely_ocean_outlier
OUT_03923,6.748241,79.820944,False,6.781,likely_ocean_outlier
OUT_05397,7.009497,79.805308,False,6.775,likely_ocean_outlier
OUT_04440,6.801942,79.807197,False,6.773,likely_ocean_outlier
OUT_05655,6.816852,79.804377,False,6.768,likely_ocean_outlier
OUT_00917,6.989489,79.804383,False,6.764,likely_ocean_outlier
OUT_08566,6.768036,79.814681,False,6.763,likely_ocean_outlier
OUT_07734,6.770994,79.814349,False,6.761,likely_ocean_outlier
OUT_08369,6.712051,79.835469,False,6.76,likely_ocean_outlier
OUT_19410,5.933684,80.280202,False,6.754,likely_ocean_outlier
OUT_07294,6.789415,79.810766,False,6.73,likely_ocean_outlier
OUT_02856,6.749376,79.820878,False,6.73,likely_ocean_outlier
OUT_02206,6.793576,79.809787,False,6.718,likely_ocean_outlier
OUT_00916,6.740787,79.826336,False,6.716,likely_ocean_outlier
OUT_01760,6.739991,79.826948,False,6.715,likely_ocean_outlier
OUT_02329,6.831702,79.801179,False,6.708,likely_ocean_outlier
OUT_03638,6.7966,79.809479,False,6.686,likely_ocean_outlier
OUT_04234,6.715693,79.834957,False,6.666,likely_ocean_outlier
OUT_08806,7.019881,79.802858,False,6.66,likely_ocean_outlier
OUT_17594,5.908633,80.36311,False,6.653,likely_ocean_outlier
OUT_19243,5.911786,80.354794,False,6.653,likely_ocean_outlier
OUT_03440,6.839027,79.800529,False,6.639,likely_ocean_outlier
OUT_03348,6.807751,79.807432,False,6.634,likely_ocean_outlier
OUT_07181,6.733624,79.831801,False,6.632,likely_ocean_outlier
OUT_00875,7.005189,79.807233,False,6.628,likely_ocean_outlier
OUT_07192,6.78423,79.81364,False,6.623,likely_ocean_outlier
OUT_00662,6.826636,79.802994,False,6.615,likely_ocean_outlier
OUT_06202,6.711196,79.837312,False,6.612,likely_ocean_outlier
OUT_03977,7.013448,79.805433,False,6.597,likely_ocean_outlier
OUT_06556,6.828846,79.802806,False,6.591,likely_ocean_outlier
OUT_03966,6.779085,79.815743,False,6.584,likely_ocean_outlier
OUT_17968,5.921749,80.333151,False,6.572,likely_ocean_outlier
OUT_07173,6.808236,79.808073,False,6.557,likely_ocean_outlier
OUT_06376,7.005135,79.8079,False,6.555,likely_ocean_outlier
OUT_08853,6.704746,79.841206,False,6.555,likely_ocean_outlier
OUT_01398,6.779462,79.816038,False,6.554,likely_ocean_outlier
OUT_03554,6.761611,79.81793,False,6.552,likely_ocean_outlier
OUT_00765,6.749369,79.822698,False,6.551,likely_ocean_outlier
OUT_06674,6.770126,79.816371,False,6.549,likely_ocean_outlier
OUT_07328,6.757716,79.819189,False,6.544,likely_ocean_outlier
OUT_03427,6.801897,79.809333,False,6.544,likely_ocean_outlier
OUT_18995,5.961832,80.209831,False,6.535,likely_ocean_outlier
OUT_06717,7.015898,79.805186,False,6.534,likely_ocean_outlier
OUT_07682,6.758805,79.819098,False,6.515,likely_ocean_outlier
OUT_05767,6.830954,79.803182,False,6.512,likely_ocean_outlier
OUT_01201,6.715757,79.836482,False,6.505,likely_ocean_outlier
OUT_02238,6.804743,79.809119,False,6.502,likely_ocean_outlier
OUT_03197,6.771414,79.816663,False,6.502,likely_ocean_outlier
OUT_07790,6.714995,79.836853,False,6.496,likely_ocean_outlier
OUT_02306,7.010941,79.807491,False,6.49,likely_ocean_outlier
OUT_00798,6.816906,79.807112,False,6.484,likely_ocean_outlier
OUT_01649,6.847357,79.800544,False,6.483,likely_ocean_outlier
OUT_00213,6.81648,79.80732,False,6.481,likely_ocean_outlier
OUT_00958,6.794938,79.811687,False,6.481,likely_ocean_outlier
OUT_06320,6.710676,79.83886,False,6.481,likely_ocean_outlier
OUT_07210,6.792068,79.812403,False,6.477,likely_ocean_outlier
OUT_01791,6.70485,79.842013,False,6.466,likely_ocean_outlier
OUT_03550,6.984746,79.805617,False,6.452,likely_ocean_outlier
OUT_07169,6.979576,79.801675,False,6.443,likely_ocean_outlier
OUT_01751,6.831903,79.803621,False,6.44,likely_ocean_outlier
OUT_03481,7.006713,79.808932,False,6.436,likely_ocean_outlier
OUT_01731,7.027727,79.802601,False,6.432,likely_ocean_outlier
OUT_00719,6.855845,79.800942,False,6.416,likely_ocean_outlier
OUT_04622,7.031262,79.801886,False,6.412,likely_ocean_outlier
OUT_00440,6.85746,79.801145,False,6.405,likely_ocean_outlier
OUT_18906,5.90118,80.380806,False,6.404,likely_ocean_outlier
OUT_04798,7.037239,79.801039,False,6.395,likely_ocean_outlier
OUT_17516,5.968717,80.2039,False,6.39,likely_ocean_outlier
OUT_01653,7.041796,79.800853,False,6.378,likely_ocean_outlier
OUT_02615,6.737472,79.833083,False,6.377,likely_ocean_outlier
OUT_17019,5.932594,80.303212,False,6.356,likely_ocean_outlier
OUT_02914,6.980899,79.804081,False,6.354,likely_ocean_outlier
OUT_00288,6.719672,79.836633,False,6.353,likely_ocean_outlier
OUT_07867,7.008016,79.809723,False,6.348,likely_ocean_outlier
OUT_04853,6.81462,79.809452,False,6.346,likely_ocean_outlier
OUT_02174,6.826216,79.805568,False,6.346,likely_ocean_outlier
OUT_00955,6.760182,79.820281,False,6.345,likely_ocean_outlier
OUT_07882,7.026324,79.803921,False,6.338,likely_ocean_outlier
OUT_07955,6.834821,79.804035,False,6.33,likely_ocean_outlier
OUT_03600,6.757345,79.821372,False,6.33,likely_ocean_outlier
OUT_00450,6.760124,79.820502,False,6.324,likely_ocean_outlier
OUT_07036,6.993695,79.810004,False,6.319,likely_ocean_outlier
OUT_05976,6.754834,79.822455,False,6.319,likely_ocean_outlier
OUT_07433,6.79014,79.814635,False,6.298,likely_ocean_outlier
OUT_17471,5.937357,80.29436,False,6.288,likely_ocean_outlier
OUT_00348,6.776012,79.818405,False,6.285,likely_ocean_outlier
OUT_04839,6.976077,79.800512,False,6.283,likely_ocean_outlier
OUT_06831,6.828675,79.805673,False,6.282,likely_ocean_outlier
OUT_01077,6.737167,79.834609,False,6.279,likely_ocean_outlier
OUT_02643,6.986957,79.808152,False,6.273,likely_ocean_outlier
OUT_05526,6.782977,79.817757,False,6.262,likely_ocean_outlier
OUT_03889,6.835875,79.804479,False,6.261,likely_ocean_outlier
OUT_19769,5.930568,80.315242,False,6.258,likely_ocean_outlier
OUT_02687,7.022121,79.806102,False,6.255,likely_ocean_outlier
OUT_07726,6.789279,79.815352,False,6.251,likely_ocean_outlier
OUT_08535,6.723382,79.836633,False,6.249,likely_ocean_outlier
OUT_00548,6.832791,79.805266,False,6.241,likely_ocean_outlier
OUT_06928,6.823452,79.807239,False,6.24,likely_ocean_outlier
OUT_08093,7.02449,79.805563,False,6.233,likely_ocean_outlier
OUT_04352,7.030416,79.803881,False,6.219,likely_ocean_outlier
OUT_00012,6.797991,79.813568,False,6.212,likely_ocean_outlier
OUT_07395,6.715142,79.839556,False,6.212,likely_ocean_outlier
OUT_00859,6.783026,79.818331,False,6.202,likely_ocean_outlier
OUT_08109,6.824188,79.80743,False,6.199,likely_ocean_outlier
OUT_02675,6.974638,79.8004,False,6.192,likely_ocean_outlier
OUT_04063,6.840818,79.804292,False,6.189,likely_ocean_outlier
OUT_02814,6.987567,79.809269,False,6.184,likely_ocean_outlier
OUT_02122,6.867893,79.800952,False,6.171,likely_ocean_outlier
OUT_08393,6.726345,79.836872,False,6.158,likely_ocean_outlier
OUT_08928,6.838234,79.805105,False,6.155,likely_ocean_outlier
OUT_04739,6.833127,79.806174,False,6.135,likely_ocean_outlier
OUT_18278,5.956745,80.227666,False,6.118,likely_ocean_outlier
OUT_01819,6.980176,79.806522,False,6.11,likely_ocean_outlier
OUT_08517,6.822071,79.808879,False,6.109,likely_ocean_outlier
OUT_02164,7.028236,79.805537,False,6.105,likely_ocean_outlier
OUT_01215,6.749619,79.827216,False,6.1,likely_ocean_outlier
OUT_03754,6.870139,79.800603,False,6.094,likely_ocean_outlier
OUT_01299,6.834431,79.806311,False,6.091,likely_ocean_outlier
OUT_03965,6.756365,79.824065,False,6.09,likely_ocean_outlier
OUT_08047,6.828282,79.807532,False,6.088,likely_ocean_outlier
OUT_01809,6.976714,79.803417,False,6.086,likely_ocean_outlier
OUT_01042,7.008311,79.8121,False,6.086,likely_ocean_outlier
OUT_04847,6.721272,79.838716,False,6.083,likely_ocean_outlier
OUT_07896,6.978526,79.805188,False,6.081,likely_ocean_outlier
OUT_03398,6.985504,79.809541,False,6.072,likely_ocean_outlier
OUT_01698,7.048986,79.800474,False,6.056,likely_ocean_outlier
OUT_08238,6.995698,79.812443,False,6.053,likely_ocean_outlier
OUT_08335,6.854821,79.804283,False,6.043,likely_ocean_outlier
OUT_04811,6.812491,79.812363,False,6.043,likely_ocean_outlier
OUT_01706,6.847466,79.804579,False,6.039,likely_ocean_outlier
OUT_17212,5.953484,80.236453,False,6.033,likely_ocean_outlier
OUT_03844,6.866558,79.803141,False,6.031,likely_ocean_outlier
OUT_04481,6.740697,79.834408,False,6.028,likely_ocean_outlier
OUT_07820,6.852165,79.804394,False,6.028,likely_ocean_outlier
OUT_04694,6.738893,79.836287,False,6.012,likely_ocean_outlier
OUT_03565,6.796561,79.815706,False,6.01,likely_ocean_outlier
OUT_08184,6.869158,79.802216,False,5.983,likely_ocean_outlier
OUT_03381,6.739103,79.836486,False,5.98,likely_ocean_outlier
OUT_03137,6.75622,79.825364,False,5.963,likely_ocean_outlier
OUT_05857,6.765041,79.822728,False,5.947,likely_ocean_outlier
OUT_05213,7.039837,79.80499,False,5.934,likely_ocean_outlier
OUT_02566,6.860794,79.805831,False,5.932,likely_ocean_outlier
OUT_17074,5.958116,80.228896,False,5.931,likely_ocean_outlier
OUT_00218,6.816804,79.812628,False,5.927,likely_ocean_outlier
OUT_00517,7.048878,79.801827,False,5.926,likely_ocean_outlier
OUT_18618,5.935151,80.308159,False,5.917,likely_ocean_outlier
OUT_01539,6.988442,79.812285,False,5.917,likely_ocean_outlier
OUT_18074,5.94088,80.294806,False,5.91,likely_ocean_outlier
OUT_05502,6.827558,79.809354,False,5.906,likely_ocean_outlier
OUT_02053,6.850613,79.805571,False,5.904,likely_ocean_outlier
OUT_18762,5.912118,80.373882,False,5.903,likely_ocean_outlier
OUT_00245,6.700515,79.847681,False,5.899,likely_ocean_outlier
OUT_00102,6.766593,79.82286,False,5.898,likely_ocean_outlier
OUT_03864,7.041713,79.805289,False,5.889,likely_ocean_outlier
OUT_02320,7.042927,79.805364,False,5.877,likely_ocean_outlier
OUT_00969,6.863141,79.806227,False,5.877,likely_ocean_outlier
OUT_03070,6.777756,79.822149,False,5.873,likely_ocean_outlier
OUT_07976,6.869299,79.803347,False,5.865,likely_ocean_outlier
OUT_01890,7.007321,79.814112,False,5.863,likely_ocean_outlier
OUT_04924,7.030409,79.807242,False,5.859,likely_ocean_outlier
OUT_03163,6.985489,79.811697,False,5.849,likely_ocean_outlier
OUT_06066,6.749336,79.83014,False,5.837,likely_ocean_outlier
OUT_01333,6.823906,79.810902,False,5.837,likely_ocean_outlier
OUT_02733,6.847689,79.806417,False,5.834,likely_ocean_outlier
OUT_02070,6.992134,79.81457,False,5.818,likely_ocean_outlier
OUT_01301,7.00196,79.814878,False,5.811,likely_ocean_outlier
OUT_03925,6.726665,79.840059,False,5.805,likely_ocean_outlier
OUT_05184,6.972027,79.80286,False,5.8,likely_ocean_outlier
OUT_05891,6.758227,79.82635,False,5.78,likely_ocean_outlier
OUT_03456,6.842014,79.807817,False,5.78,likely_ocean_outlier
OUT_17482,5.928913,80.334087,False,5.775,likely_ocean_outlier
OUT_04969,6.779245,79.823101,False,5.774,likely_ocean_outlier
OUT_07343,6.753951,79.828301,False,5.77,likely_ocean_outlier
OUT_17685,5.924659,80.345096,False,5.753,likely_ocean_outlier
OUT_06637,6.743502,79.835358,False,5.745,likely_ocean_outlier
OUT_18325,5.939688,80.300482,False,5.743,likely_ocean_outlier
OUT_01736,6.707499,79.84833,False,5.742,likely_ocean_outlier
OUT_04456,6.740912,79.83779,False,5.737,likely_ocean_outlier
OUT_17535,5.935005,80.317936,False,5.734,likely_ocean_outlier
OUT_07526,7.004236,79.815407,False,5.733,likely_ocean_outlier
OUT_05451,6.734918,79.839979,False,5.725,likely_ocean_outlier
OUT_04613,6.749215,79.831429,False,5.723,likely_ocean_outlier
OUT_01483,6.706759,79.848651,False,5.722,likely_ocean_outlier
OUT_05162,6.818638,79.813968,False,5.71,likely_ocean_outlier
OUT_07672,7.052632,79.802356,False,5.708,likely_ocean_outlier
OUT_08973,7.027365,79.809594,False,5.707,likely_ocean_outlier
OUT_01545,7.021139,79.811508,False,5.7,likely_ocean_outlier
OUT_02076,7.056731,79.801073,False,5.693,likely_ocean_outlier
OUT_19398,5.902908,80.391797,False,5.687,likely_ocean_outlier
OUT_07999,7.040182,79.807217,False,5.686,likely_ocean_outlier
OUT_06013,7.044694,79.806559,False,5.685,likely_ocean_outlier
OUT_05158,6.985284,79.813253,False,5.681,likely_ocean_outlier
OUT_03036,7.034749,79.808008,False,5.673,likely_ocean_outlier
OUT_00698,6.996579,79.816004,False,5.665,likely_ocean_outlier
OUT_02609,6.799731,79.818231,False,5.662,likely_ocean_outlier
OUT_02027,6.829079,79.811324,False,5.66,likely_ocean_outlier
