Outlet_ID,Outlet_Type,Outlet_Size,Province,poi_tier,peer_q90,peer_n,fallback_level
OUT_00055,Eatery,Small,Western,1,97.82663838520169,2586,L0
OUT_00056,Kiosk,Small,Western,2,110.26983602551694,2583,L0
OUT_00057,SMMT,Large,Western,0,769.2626830858956,1154,L0
OUT_00058,Grocery,Medium,Western,0,241.83810320401508,3023,L0
OUT_00059,Grocery,Medium,Western,2,293.4199415960133,2521,L0
OUT_00060,Grocery,Medium,Western,3,294.8584251607772,2668,L0
OUT_00061,Kiosk,Small,Western,1,231.26468227177224,2454,L0
OUT_00062,Pharmacy,Extra Large,Western,3,1818.0029232137417,576,L0
OUT_00063,Hotel,Small,Western,0,93.83313551323599,2753,L0
OUT_00064,Grocery,Medium,Western,0,241.83810320401508,3023,L0
OUT_00065,Grocery,Small,Western,1,96.30218879755408,2612,L0
OUT_00066,Hotel,Medium,Western,2,271.509726193166,2209,L0
OUT_00067,Grocery,Small,Western,0,125.77374379158293,3412,L0
OUT_00068,Kiosk,Small,Western,0,121.0457381318281,2551,L0
OUT_00069,Grocery,Small,Western,2,115.98463586163308,3179,L0
OUT_00070,Kiosk,Medium,Western,3,249.42627301849618,2241,L0
OUT_00072,Bakery,Large,Western,3,780.6245494023269,1044,L0
OUT_00074,Eatery,Large,Western,3,771.2413030655877,1284,L0
OUT_00075,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00076,Pharmacy,Large,Western,3,771.7593383955266,1506,L0
OUT_00077,Bakery,Medium,Western,1,257.87954810689513,1652,L0
OUT_00078,Eatery,Extra Large,Western,3,1827.14582336642,411,L0
OUT_00079,Kiosk,Extra Large,Western,1,1812.3763707923088,278,L0
OUT_00080,Grocery,Large,Western,1,786.3722516348122,1292,L0
OUT_00081,Grocery,Small,Western,1,96.30218879755408,2612,L0
OUT_00082,Kiosk,Small,Western,3,129.19884937569782,2409,L0
OUT_00083,Kiosk,Small,Western,1,231.26468227177224,2454,L0
OUT_00084,Kiosk,Small,Western,3,129.19884937569782,2409,L0
OUT_00085,Hotel,Medium,Western,0,260.63024709288914,2300,L0
OUT_00086,Bakery,Medium,Western,3,269.05671503298385,2175,L0
OUT_00087,Grocery,Extra Large,Western,2,1849.8563293125153,566,L0
OUT_00088,Eatery,Small,Western,2,99.81554763167813,2480,L0
OUT_00089,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00091,Hotel,Medium,Western,1,255.71871602931222,2342,L0
OUT_00092,Pharmacy,Large,Western,0,766.5050672350734,1511,L0
OUT_00093,Hotel,Small,Western,2,107.12275589004915,2618,L0
OUT_00094,Grocery,Medium,Western,3,294.8584251607772,2668,L0
OUT_00095,Grocery,Small,Western,0,125.77374379158293,3412,L0
OUT_00096,Hotel,Large,Western,1,768.4816889042119,1418,L0
OUT_00097,Eatery,Medium,Western,1,291.36719136044974,2284,L0
OUT_00098,Pharmacy,Small,Western,1,305.45866447224563,2742,L0
OUT_00099,Pharmacy,Small,Western,3,111.72994757661449,2958,L0
OUT_00100,Eatery,Small,Western,3,105.62560626626174,2764,L0
OUT_00101,Bakery,Extra Large,Western,2,1863.113971111506,515,L0
OUT_00102,Hotel,Small,Western,0,93.83313551323599,2753,L0
OUT_00103,Bakry,Large,Western,2,765.902270863342,125,L0
OUT_00104,Hotel,Large,Western,3,797.2889800969048,1134,L0
OUT_00105,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00106,Hotel,Large,Western,0,743.0795212173583,1313,L0
OUT_00107,Pharmacy,Small,Western,2,121.16089742736949,2478,L0
OUT_00108,SMMT,Extra Large,Western,1,1815.592421534347,406,L0
OUT_00109,Grocery,Small,Western,0,125.77374379158293,3412,L0
OUT_00110,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00111,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00112,Pharmacy,Extra Large,Western,3,1818.0029232137417,576,L0
OUT_00113,Hotel,Small,Western,2,107.12275589004915,2618,L0
OUT_00114,Pharmacy,Small,Western,1,305.45866447224563,2742,L0
OUT_00115,Kiosk,Small,Western,3,129.19884937569782,2409,L0
OUT_00116,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00117,Grocery,Large,Western,3,789.0230780869383,1523,L0
OUT_00118,Hotel,Medium,Western,2,271.509726193166,2209,L0
OUT_00119,SMMT,Small,Western,3,101.16012119135121,2785,L0
OUT_00120,Bakery,Large,Western,1,797.440995656541,1034,L0
OUT_00121,Eatery,Small,Western,3,105.62560626626174,2764,L0
OUT_00122,Grocery,Medium,Western,1,244.98118293756013,2712,L0
OUT_00123,Bakery,small,Western,1,457.0723177215756,180,L0
OUT_00124,Pharmacy,Medium,Western,2,353.68989257367156,1868,L0
OUT_00125,Grocery,Small,Western,2,115.98463586163308,3179,L0
OUT_00126,Eatery,Small,Western,3,105.62560626626174,2764,L0
OUT_00127,Bakery,Medium,Western,1,257.87954810689513,1652,L0
OUT_00128,SMMT,Large,Western,3,794.9248022296135,1681,L0
OUT_00129,Grocery,Medium,Western,1,244.98118293756013,2712,L0
OUT_00130,Eatery,Small,Western,3,105.62560626626174,2764,L0
OUT_00131,Eatery,Medium,Western,3,245.94391311271525,2388,L0
OUT_00132,Eatery,Medium,Western,1,291.36719136044974,2284,L0
OUT_00133,Kiosk,Small,Western,2,110.26983602551694,2583,L0
OUT_00134,Grocery,Extra Large,Western,0,1852.699882901223,614,L0
OUT_00135,Pharmacy,Small,Western,3,111.72994757661449,2958,L0
OUT_00136,Bakery,Small,Western,3,110.84203109789172,2365,L0
OUT_00137,Kiosk,Large,Western,0,771.0126442267832,1303,L0
OUT_00138,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00139,Hotel,Medium,Western,1,255.71871602931222,2342,L0
OUT_00140,Grocery,Medium,Western,3,294.8584251607772,2668,L0
OUT_00141,Pharmacy,Medium,Western,0,302.8975363010441,2339,L0
OUT_00142,Pharmacy,Medium,Western,0,302.8975363010441,2339,L0
OUT_00144,Grocery,Medium,Western,2,293.4199415960133,2521,L0
OUT_00145,Grocery,Medium,Western,2,293.4199415960133,2521,L0
OUT_00146,Grocery,Small,Western,3,105.98841597825516,2722,L0
OUT_00147,Kiosk,Medium,Western,1,272.3210997714459,2276,L0
OUT_00148,Pharmacy,Medium,Western,0,302.8975363010441,2339,L0
OUT_00149,Pharmacy,Medium,Western,1,295.2652670416298,2376,L0
OUT_00150,SMMT,Medium,Western,0,235.81695257286296,2495,L0
OUT_00151,SMMT,Small,Western,3,101.16012119135121,2785,L0
OUT_00152,Bakery,Small,Western,3,110.84203109789172,2365,L0
OUT_00153,Eatery,Medium,Western,0,257.9037019162598,3141,L0
OUT_00154,Bakery,Small,Western,1,116.49282721224857,2207,L0
OUT_00155,SMMT,Medium,Western,0,235.81695257286296,2495,L0
OUT_00156,Eatery,Medium,Western,1,291.36719136044974,2284,L0
OUT_00157,Kiosk,Small,Western,1,231.26468227177224,2454,L0
OUT_00158,Hotel,Small,Western,3,103.80144549688099,2623,L0
OUT_00159,Bakery,Medium,Western,2,279.7468670259366,2199,L0
OUT_00160,Pharmacy,small,Western,3,407.85225663045594,206,L0
OUT_00161,Hotel,Medium,Western,0,260.63024709288914,2300,L0
OUT_00162,Kiosk,Small,Western,0,121.0457381318281,2551,L0
OUT_00163,SMMT,Large,Western,2,760.348144951717,1040,L0
OUT_00164,Pharmacy,Small,Western,0,98.86528992231557,2587,L0
OUT_00165,Eatery,Small,Western,1,97.82663838520169,2586,L0
OUT_00166,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00167,Kiosk,Medium,Western,3,249.42627301849618,2241,L0
OUT_00168,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00169,Bakery,Medium,Western,3,269.05671503298385,2175,L0
OUT_00170,Pharmacy,Small,Western,3,111.72994757661449,2958,L0
OUT_00172,Grocery,Extra Large,Western,2,1849.8563293125153,566,L0
OUT_00173,SMMT,Extra Large,Western,0,1827.4930173267583,510,L0
OUT_00174,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00175,Bakery,Small,Western,1,116.49282721224857,2207,L0
OUT_00176,Kiosk,Medium,Western,2,253.22415984816314,2207,L0
OUT_00177,Hotel,Small,Western,1,105.7683721077616,2404,L0
OUT_00178,Kiosk,Small,Western,0,121.0457381318281,2551,L0
OUT_00179,Grocery,Large,Western,3,789.0230780869383,1523,L0
OUT_00180,Pharmacy,Medium,Western,2,353.68989257367156,1868,L0
OUT_00181,Eatery,Medium,Western,0,257.9037019162598,3141,L0
OUT_00182,Kiosk,small,Western,1,611.6032833160755,109,L0
OUT_00183,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00185,Eatery,Medium,Western,2,266.27235718928927,2053,L0
OUT_00186,Pharmacy,Small,Western,3,111.72994757661449,2958,L0
OUT_00187,Pharmacy,Small,Western,1,305.45866447224563,2742,L0
OUT_00188,Grocery,Small,Western,2,115.98463586163308,3179,L0
OUT_00189,Grocery,Medium,Western,0,241.83810320401508,3023,L0
OUT_00190,Hotel,Small,Western,3,103.80144549688099,2623,L0
OUT_00191,Hotel,Large,Western,3,797.2889800969048,1134,L0
OUT_00192,Eatery,Medium,Western,1,291.36719136044974,2284,L0
OUT_00193,SMMT,Small,Western,0,109.61966363662178,2843,L0
OUT_00194,Eatery,Medium,Western,2,266.27235718928927,2053,L0
OUT_00195,Eatery,Medium,Western,0,257.9037019162598,3141,L0
OUT_00196,Hotel,Small,Western,3,103.80144549688099,2623,L0
OUT_00197,Bakery,Medium,Western,2,279.7468670259366,2199,L0
OUT_00198,Bakry,Small,Western,0,114.92287506060575,462,L0
OUT_00199,Pharmacy,Large,Western,1,767.96792757218,1585,L0
OUT_00200,Grocery,Medium,Western,0,241.83810320401508,3023,L0
OUT_00201,Eatery,Medium,Western,0,257.9037019162598,3141,L0
OUT_00202,Bakery,Medium,Western,3,269.05671503298385,2175,L0
OUT_00203,Grocery,Small,Western,0,125.77374379158293,3412,L0
OUT_00204,Pharmacy,Medium,Western,0,302.8975363010441,2339,L0
OUT_00205,Eatery,Large,Western,1,775.4474610200572,1116,L0
OUT_00206,SMMT,Large,Western,0,769.2626830858956,1154,L0
OUT_00207,SMMT,Small,Western,0,109.61966363662178,2843,L0
OUT_00208,SMMT,Large,Western,3,794.9248022296135,1681,L0
OUT_00209,Bakry,Small,Western,2,157.14030143275937,552,L0
OUT_00210,Grocery,Medium,Western,2,293.4199415960133,2521,L0
OUT_00211,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00212,Bakry,small,Western,3,611.922775965589,79,L0
OUT_00213,Kiosk,Large,Western,0,771.0126442267832,1303,L0
OUT_00214,SMMT,Extra Large,Western,3,1831.4553968954392,611,L0
OUT_00215,Hotel,Small,Western,3,103.80144549688099,2623,L0
OUT_00216,Kiosk,Small,Western,0,121.0457381318281,2551,L0
OUT_00217,Grocery,Small,Western,0,125.77374379158293,3412,L0
OUT_00218,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00219,Grocery,Large,Western,2,742.3719266583776,1914,L0
OUT_00220,Hotel,Large,Western,2,796.7086441542139,1442,L0
OUT_00221,Pharmacy,Large,Western,0,766.5050672350734,1511,L0
OUT_00222,Pharmacy,Small,Western,2,121.16089742736949,2478,L0
OUT_00223,Grocery,Small,Western,0,125.77374379158293,3412,L0
OUT_00224,SMMT,Large,Western,2,760.348144951717,1040,L0
OUT_00225,Eatery,Medium,Western,2,266.27235718928927,2053,L0
OUT_00226,Pharmacy,Small,Western,1,305.45866447224563,2742,L0
OUT_00227,Hotel,small,Western,1,639.8214854202431,185,L0
OUT_00228,Bakery,Small,Western,0,99.63651328542714,2877,L0
OUT_00229,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00230,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00231,Grocery,Large,Western,2,742.3719266583776,1914,L0
OUT_00232,Bakery,Medium,Western,2,279.7468670259366,2199,L0
OUT_00233,Pharmacy,Large,Western,1,767.96792757218,1585,L0
OUT_00234,Hotel,Small,Western,1,105.7683721077616,2404,L0
OUT_00235,Kiosk,Small,Western,0,121.0457381318281,2551,L0
OUT_00236,Eatery,Small,Western,3,105.62560626626174,2764,L0
OUT_00237,Kiosk,Large,Western,2,783.9468391009206,1183,L0
OUT_00238,Bakery,Small,Western,0,99.63651328542714,2877,L0
OUT_00239,Hotel,small,Western,0,545.257074647728,131,L0
OUT_00240,Eatery,Small,Western,2,99.81554763167813,2480,L0
OUT_00241,Kiosk,Medium,Western,0,242.87797428611967,1981,L0
OUT_00242,Grocery,Small,Western,3,105.98841597825516,2722,L0
OUT_00243,Pharmacy,Small,Western,0,98.86528992231557,2587,L0
OUT_00244,SMMT,Small,Western,1,99.79187353034966,2497,L0
OUT_00245,Eatery,small,Western,0,587.3140973251965,132,L0
OUT_00246,Bakery,Extra Large,Western,3,1864.8717727784108,305,L0
OUT_00247,Kiosk,Large,Western,2,783.9468391009206,1183,L0
OUT_00248,Pharmacy,Small,Western,1,305.45866447224563,2742,L0
OUT_00249,Bakery,Large,Western,0,799.393375643837,1420,L0
OUT_00250,Eatery,Extra Large,Western,2,1855.8412805079472,577,L0
OUT_00251,Kiosk,Small,Western,3,129.19884937569782,2409,L0
OUT_00253,SMMT,Small,Western,0,109.61966363662178,2843,L0
OUT_00254,Bakery,Large,Western,2,749.8873311386495,1129,L0
OUT_00255,Kiosk,Small,Western,3,129.19884937569782,2409,L0
OUT_00256,Hotel,Small,Western,2,107.12275589004915,2618,L0
OUT_00257,Hotel,Extra Large,Western,2,1865.3460300322433,752,L0
OUT_00258,Bakery,Extra Large,Western,0,1865.0921747993266,611,L0
OUT_00259,Pharmacy,Large,Western,1,767.96792757218,1585,L0
OUT_00260,Pharmacy,Medium,Western,1,295.2652670416298,2376,L0
OUT_00261,Kiosk,Medium,Western,1,272.3210997714459,2276,L0
OUT_00262,Bakry,Small,Western,3,102.08963824863473,472,L0
OUT_00263,Eatery,Medium,Western,1,291.36719136044974,2284,L0
OUT_00264,Bakery,Medium,Western,0,252.5872251491754,2582,L0
OUT_00265,SMMT,Large,Western,2,760.348144951717,1040,L0
OUT_00266,Pharmacy,Medium,Western,2,353.68989257367156,1868,L0
OUT_00267,Pharmacy,Large,Western,2,766.4988995468997,1092,L0
OUT_00268,Pharmacy,Small,Western,0,98.86528992231557,2587,L0
OUT_00269,Hotel,Medium,Western,2,271.509726193166,2209,L0
OUT_00270,SMMT,Small,Western,0,109.61966363662178,2843,L0
OUT_00271,Hotel,Small,Western,1,105.7683721077616,2404,L0
OUT_00272,Hotel,Small,Western,0,93.83313551323599,2753,L0
OUT_00273,Pharmacy,Large,Western,1,767.96792757218,1585,L0
OUT_00274,Kiosk,Small,Western,1,231.26468227177224,2454,L0
OUT_00275,Eatery,Medium,Western,3,245.94391311271525,2388,L0
OUT_00276,Pharmacy,Medium,Western,2,353.68989257367156,1868,L0
OUT_00277,Bakery,Large,Western,1,797.440995656541,1034,L0
OUT_00278,Kiosk,Small,Western,0,121.0457381318281,2551,L0
OUT_00279,Hotel,Extra Large,Western,1,1835.2543052700216,475,L0
OUT_00280,Pharmacy,Small,Western,3,111.72994757661449,2958,L0
OUT_00281,Grocery,Small,Western,2,115.98463586163308,3179,L0
OUT_00282,Kiosk,Small,Western,0,121.0457381318281,2551,L0
OUT_00283,Pharmacy,Small,Western,2,121.16089742736949,2478,L0
OUT_00284,Grocery,Medium,Western,3,294.8584251607772,2668,L0
OUT_00285,Kiosk,Small,Western,1,231.26468227177224,2454,L0
OUT_00286,Grocery,Medium,Western,2,293.4199415960133,2521,L0
OUT_00287,Bakery,small,Western,2,517.4846228380269,160,L0
OUT_00288,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00289,Grocery,Small,Western,0,125.77374379158293,3412,L0
OUT_00290,Bakery,Small,Western,1,116.49282721224857,2207,L0
OUT_00291,SMMT,Extra Large,Western,3,1831.4553968954392,611,L0
OUT_00292,SMMT,small,Western,3,568.0952923851607,228,L0
OUT_00293,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00294,Pharmacy,Small,Western,2,121.16089742736949,2478,L0
OUT_00295,Pharmacy,Large,Western,2,766.4988995468997,1092,L0
OUT_00296,Bakery,Medium,Western,0,252.5872251491754,2582,L0
OUT_00297,Pharmacy,Medium,Western,1,295.2652670416298,2376,L0
OUT_00298,Pharmacy,Small,Western,1,305.45866447224563,2742,L0
OUT_00299,Hotel,Large,Western,2,796.7086441542139,1442,L0
OUT_00300,Pharmacy,Small,Western,2,121.16089742736949,2478,L0
OUT_00301,Hotel,Medium,Western,1,255.71871602931222,2342,L0
OUT_00302,Bakry,Medium,Western,2,265.6813946019054,372,L0
OUT_00303,Grocery,Medium,Western,3,294.8584251607772,2668,L0
OUT_00304,Bakery,Small,Western,1,116.49282721224857,2207,L0
OUT_00305,Bakery,Medium,Western,0,252.5872251491754,2582,L0
OUT_00306,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00307,Bakery,Small,Western,3,110.84203109789172,2365,L0
OUT_00308,Hotel,Medium,Western,3,250.03376900739,2269,L0
OUT_00309,Kiosk,Small,Western,1,231.26468227177224,2454,L0
OUT_00310,Pharmacy,Small,Western,3,111.72994757661449,2958,L0
OUT_00311,Bakery,Small,Western,0,99.63651328542714,2877,L0
OUT_00312,Hotel,Medium,Western,3,250.03376900739,2269,L0
OUT_00313,SMMT,Small,Western,1,99.79187353034966,2497,L0
OUT_00314,Kiosk,Medium,Western,0,242.87797428611967,1981,L0
OUT_00315,Hotel,Medium,Western,2,271.509726193166,2209,L0
OUT_00316,Pharmacy,Medium,Western,1,295.2652670416298,2376,L0
OUT_00317,Grocery,small,Western,2,486.23527641232255,153,L0
OUT_00318,Eatery,Small,Western,1,97.82663838520169,2586,L0
OUT_00319,Bakery,Medium,Western,2,279.7468670259366,2199,L0
OUT_00320,Kiosk,Small,Western,2,110.26983602551694,2583,L0
OUT_00321,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00322,Grocery,small,Western,1,527.2115043882562,167,L0
OUT_00323,Bakery,Medium,Western,3,269.05671503298385,2175,L0
OUT_00324,Kiosk,Medium,Western,2,253.22415984816314,2207,L0
OUT_00325,Hotel,Medium,Western,0,260.63024709288914,2300,L0
OUT_00326,Grocery,Medium,Western,2,293.4199415960133,2521,L0
OUT_00327,Kiosk,Medium,Western,2,253.22415984816314,2207,L0
OUT_00328,Bakery,Small,Western,3,110.84203109789172,2365,L0
OUT_00329,Kiosk,Small,Western,2,110.26983602551694,2583,L0
OUT_00330,Pharmacy,Small,Western,1,305.45866447224563,2742,L0
OUT_00331,Grocery,Medium,Western,2,293.4199415960133,2521,L0
OUT_00332,Grocery,Small,Western,2,115.98463586163308,3179,L0
OUT_00333,SMMT,Large,Western,3,794.9248022296135,1681,L0
OUT_00334,Kiosk,Medium,Western,1,272.3210997714459,2276,L0
OUT_00335,Grocery,Small,Western,2,115.98463586163308,3179,L0
OUT_00336,SMMT,Small,Western,3,101.16012119135121,2785,L0
OUT_00337,Grocery,Small,Western,3,105.98841597825516,2722,L0
OUT_00338,SMMT,Large,Western,0,769.2626830858956,1154,L0
OUT_00339,Kiosk,Extra Large,Western,0,1842.8346462929892,679,L0
OUT_00340,Bakery,Medium,Western,1,257.87954810689513,1652,L0
OUT_00341,SMMT,Large,Western,0,769.2626830858956,1154,L0
OUT_00342,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00343,Hotel,small,Western,1,639.8214854202431,185,L0
OUT_00344,Pharmacy,Small,Western,2,121.16089742736949,2478,L0
OUT_00345,Hotel,Large,Western,1,768.4816889042119,1418,L0
OUT_00346,Kiosk,Small,Western,1,231.26468227177224,2454,L0
OUT_00347,Eatery,Large,Western,1,775.4474610200572,1116,L0
OUT_00348,SMMT,Small,Western,0,109.61966363662178,2843,L0
OUT_00349,Pharmacy,Small,Western,1,305.45866447224563,2742,L0
OUT_00350,Grocery,Extra Large,Western,0,1852.699882901223,614,L0
OUT_00351,Kiosk,Small,Western,1,231.26468227177224,2454,L0
OUT_00352,Hotel,Small,Western,2,107.12275589004915,2618,L0
OUT_00353,Kiosk,Medium,Western,1,272.3210997714459,2276,L0
OUT_00354,Pharmacy,Small,Western,3,111.72994757661449,2958,L0
OUT_00355,Bakery,Small,Western,1,116.49282721224857,2207,L0
OUT_00356,SMMT,Medium,Western,2,240.82271227317293,2126,L0
OUT_00357,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00358,SMMT,Small,Western,3,101.16012119135121,2785,L0
OUT_00359,Kiosk,Small,Western,2,110.26983602551694,2583,L0
OUT_00360,Pharmacy,Small,Western,2,121.16089742736949,2478,L0
OUT_00361,Bakry,Extra Large,Western,0,1695.7058681342223,102,L0
OUT_00362,Kiosk,Small,Western,3,129.19884937569782,2409,L0
OUT_00363,Pharmacy,Medium,Western,2,353.68989257367156,1868,L0
OUT_00364,Hotel,Medium,Western,3,250.03376900739,2269,L0
OUT_00365,SMMT,Small,Western,0,109.61966363662178,2843,L0
OUT_00366,Hotel,Small,Western,3,103.80144549688099,2623,L0
OUT_00367,SMMT,Extra Large,Western,3,1831.4553968954392,611,L0
OUT_00368,Eatery,Small,Western,0,339.1488154457818,2996,L0
OUT_00369,Grocery,Small,Western,0,125.77374379158293,3412,L0
OUT_00370,Pharmacy,Small,Western,1,305.45866447224563,2742,L0
OUT_00371,Hotel,Small,Western,1,105.7683721077616,2404,L0
OUT_00372,SMMT,small,Western,1,580.5187188974749,136,L0
OUT_00373,Grocery,Small,Western,3,105.98841597825516,2722,L0
OUT_00374,Grocery,Medium,Western,3,294.8584251607772,2668,L0
OUT_00375,Pharmacy,Medium,Western,0,302.8975363010441,2339,L0
OUT_00376,SMMT,Large,Western,1,750.9847815977873,1156,L0
OUT_00377,Hotel,Medium,Western,0,260.63024709288914,2300,L0
OUT_00378,Bakery,Medium,Western,2,279.7468670259366,2199,L0
OUT_00379,Hotel,Large,Western,0,743.0795212173583,1313,L0
OUT_00380,SMMT,Small,Western,1,99.79187353034966,2497,L0
OUT_00381,Grocery,Small,Western,3,105.98841597825516,2722,L0
OUT_00382,Bakry,Small,Western,2,157.14030143275937,552,L0
OUT_00383,Grocery,Small,Western,1,96.30218879755408,2612,L0
OUT_00384,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00385,Eatery,Medium,Western,2,266.27235718928927,2053,L0
OUT_00386,Pharmacy,Large,Western,0,766.5050672350734,1511,L0
OUT_00387,Kiosk,Extra Large,Western,2,1852.0753310613889,615,L0
OUT_00388,Eatery,small,Western,3,163.8835453522918,303,L0
OUT_00389,Eatery,Large,Western,3,771.2413030655877,1284,L0
OUT_00390,Kiosk,Small,Western,3,129.19884937569782,2409,L0
OUT_00391,Hotel,Medium,Western,0,260.63024709288914,2300,L0
OUT_00392,Pharmacy,Medium,Western,2,353.68989257367156,1868,L0
OUT_00393,Grocery,Small,Western,0,125.77374379158293,3412,L0
OUT_00394,Pharmacy,Medium,Western,1,295.2652670416298,2376,L0
OUT_00395,SMMT,Small,Western,2,89.67744793413664,2566,L0
OUT_00396,Bakery,Small,Western,3,110.84203109789172,2365,L0
OUT_00397,Pharmacy,Medium,Western,2,353.68989257367156,1868,L0
OUT_00398,Pharmacy,Medium,Western,3,232.83675176132104,1850,L0
OUT_00399,Kiosk,Medium,Western,3,249.42627301849618,2241,L0
OUT_00400,Pharmacy,Medium,Western,1,295.2652670416298,2376,L0
OUT_00401,Eatery,Small,Western,2,99.81554763167813,2480,L0
OUT_00402,Kiosk,Large,Western,3,744.2451964105869,1488,L0
OUT_00403,Kiosk,Medium,Western,3,249.42627301849618,2241,L0
OUT_00404,Pharmacy,Small,Western,0,98.86528992231557,2587,L0
OUT_00405,Grocery,Medium,Western,1,244.98118293756013,2712,L0
OUT_00406,Bakery,Small,Western,2,323.33549172612277,3009,L0
OUT_00407,Eatery,Small,Western,3,105.62560626626174,2764,L0
OUT_00408,Kiosk,Small,Western,2,110.26983602551694,2583,L0
